ticket_id,customer_id,ticket_date,issue_type,priority,resolution_status,satisfaction_score
7014122,126518,2023-05-17,Card Blocked,Low,Resolved,4.0
7014123,116449,2023-03-02,Loan Question,High,Resolved,4.0
7014124,100525,2023-05-17,Chargeback,Medium,Unresolved,
7014125,109251,2023-03-03,Card Blocked,Low,Resolved,4.0
7014126,110829,2023-08-10,Card Blocked,Medium,Resolved,4.0
7014127,100914,2023-08-13,KYC Delay,High,Resolved,5.0
7014128,123007,2023-07-02,Loan Question,High,Resolved,5.0
7014129,100895,2024-02-20,Failed Payment,High,Resolved,3.0
7014130,120243,2024-10-11,General,Critical,Resolved,4.0
7014131,117778,2024-10-27,Loan Question,Medium,Resolved,4.0
7014132,101161,2024-10-04,Loan Question,Low,Escalated,2.0
7014133,122865,2024-08-29,Chargeback,Critical,Resolved,4.0
7014134,128915,2024-10-17,Failed Payment,High,Resolved,5.0
7014135,116690,2023-02-28,Failed Payment,Medium,Unresolved,1.0
7014136,106387,2024-11-30,Account Access,Medium,Resolved,3.0
7014137,128075,2023-11-16,Card Blocked,Medium,Resolved,3.0
7014138,108954,2024-07-13,Fraud Concern,Medium,Unresolved,2.0
7014139,122771,2024-04-03,Account Access,Critical,Resolved,4.0
7014140,110117,2024-09-08,Fraud Concern,High,Resolved,4.0
7014141,104487,2024-09-22,Failed Payment,High,Unresolved,2.0
7014142,108480,2023-03-12,Failed Payment,High,Escalated,3.0
7014143,111367,2024-07-29,Failed Payment,High,Resolved,4.0
7014144,123070,2024-08-16,Account Access,Medium,Resolved,4.0
7014145,126972,2023-11-18,Loan Question,High,Resolved,3.0
7014146,128926,2023-06-07,Failed Payment,High,Resolved,3.0
7014147,100697,2024-11-19,General,High,Unresolved,2.0
7014148,117742,2023-07-29,General,High,Unresolved,1.0
7014149,103110,2023-09-06,Fraud Concern,High,Unresolved,2.0
7014150,117957,2024-11-29,General,Medium,Resolved,
7014151,107391,2023-07-14,Loan Question,Medium,Resolved,4.0
7014152,110539,2023-11-16,Loan Question,High,Resolved,
7014153,123792,2023-10-20,General,Medium,Resolved,3.0
7014154,105313,2023-09-17,Fraud Concern,Medium,Resolved,4.0
7014155,108368,2023-04-09,General,Medium,Resolved,5.0
7014156,113709,2023-12-31,Account Access,High,Resolved,4.0
7014157,126141,2024-08-26,Card Blocked,Low,Resolved,4.0
7014158,121581,2024-02-01,Fraud Concern,High,Resolved,5.0
7014159,111463,2024-02-19,KYC Delay,High,Unresolved,2.0
7014160,102046,2024-09-27,Chargeback,Medium,Resolved,4.0
7014161,118150,2024-08-08,Fraud Concern,High,Escalated,3.0
7014162,117671,2023-08-22,Loan Question,Critical,Escalated,3.0
7014163,122374,2023-12-30,Chargeback,Medium,Unresolved,1.0
7014164,103484,2023-08-19,Card Blocked,Low,Resolved,4.0
7014165,100467,2024-12-19,Fraud Concern,High,Resolved,5.0
7014166,110441,2023-09-21,General,High,Resolved,5.0
7014167,107547,2024-12-16,Fraud Concern,Medium,Unresolved,2.0
7014168,900491,2024-08-19,Fraud Concern,Critical,Resolved,3.0
7014169,129437,2023-07-27,Failed Payment,High,Resolved,5.0
7014170,124619,2023-10-23,Card Blocked,Medium,Resolved,4.0
7014171,122577,2024-01-13,Failed Payment,High,Resolved,5.0
7014172,102679,2024-04-16,Account Access,Medium,Unresolved,1.0
7014173,106791,2023-05-03,Failed Payment,High,Resolved,3.0
7014174,111401,2023-08-14,KYC Delay,Medium,Unresolved,2.0
7014175,106014,2024-12-08,General,High,Resolved,4.0
7014176,116973,2023-06-13,General,Low,Resolved,5.0
7014177,112494,2024-08-04,Fraud Concern,High,Resolved,4.0
7014178,125528,2023-10-31,KYC Delay,Medium,Resolved,3.0
7014179,121605,2024-04-13,Account Access,Medium,Resolved,3.0
7014180,117609,2023-05-17,KYC Delay,High,Resolved,3.0
7014181,108037,2023-11-09,KYC Delay,Low,Resolved,5.0
7014182,124892,2024-01-21,KYC Delay,Low,Unresolved,1.0
7014183,108018,2024-12-03,Fraud Concern,High,Unresolved,1.0
7014184,114373,2023-05-17,KYC Delay,Low,Resolved,2.0
7014185,125268,2023-07-31,Fraud Concern,Medium,Resolved,5.0
7014186,113047,2024-09-04,Card Blocked,Medium,Resolved,5.0
7014187,112890,2023-04-01,General,High,Unresolved,1.0
7014188,106271,2023-02-19,KYC Delay,Medium,Resolved,3.0
7014189,119022,2023-09-10,Card Blocked,Critical,Resolved,4.0
7014190,113666,2024-04-17,Fraud Concern,High,Resolved,3.0
7014191,126604,2023-01-12,Account Access,High,Resolved,5.0
7014192,112072,2024-01-04,General,Low,Resolved,4.0
7014193,900266,2023-09-15,KYC Delay,Medium,Escalated,3.0
7014194,101348,2023-08-26,Chargeback,Medium,Resolved,5.0
7014195,128760,2023-06-25,Failed Payment,Critical,Escalated,2.0
7014196,109168,2023-01-08,Chargeback,Medium,Unresolved,2.0
7014197,103112,2023-03-20,KYC Delay,Medium,Resolved,4.0
7014198,107964,2024-12-19,General,High,Resolved,3.0
7014199,127257,2023-12-08,Account Access,Critical,Resolved,5.0
7014200,109083,2024-02-05,Fraud Concern,Critical,Resolved,4.0
7014201,128474,2024-10-05,Failed Payment,Medium,Resolved,4.0
7014202,103715,2024-05-14,General,Low,Resolved,3.0
7014203,124504,2023-08-10,KYC Delay,Low,Resolved,4.0
7014204,100971,2024-11-22,Failed Payment,High,Escalated,4.0
7014205,118321,2023-10-02,Failed Payment,High,Resolved,3.0
7014206,104064,2024-12-26,Account Access,Medium,Escalated,3.0
7014207,117206,2023-06-14,KYC Delay,Medium,Unresolved,1.0
7014208,115864,2023-02-22,Account Access,Medium,Resolved,5.0
7014209,127052,2024-01-12,Failed Payment,High,Unresolved,2.0
7014210,124482,2023-11-03,Card Blocked,Medium,Resolved,2.0
7014211,112207,2023-03-21,Failed Payment,Critical,Resolved,5.0
7014212,102125,2024-05-14,Chargeback,High,Resolved,4.0
7014213,109795,2023-01-05,General,Medium,Resolved,3.0
7014214,106853,2023-05-17,Failed Payment,Medium,Resolved,5.0
7014215,124030,2024-01-30,Account Access,Low,Resolved,4.0
7014216,116856,2023-02-11,Failed Payment,Medium,Escalated,3.0
7014217,125769,2023-12-31,General,Medium,Resolved,5.0
7014218,115918,2023-08-08,Failed Payment,Critical,Resolved,3.0
7014219,113564,2023-06-26,KYC Delay,Low,Resolved,4.0
7014220,107287,2024-06-30,Card Blocked,Medium,Resolved,4.0
7014221,117963,2024-03-12,Loan Question,High,Resolved,4.0
7014222,103304,2024-02-12,General,Medium,Resolved,5.0
7014223,108142,2023-02-07,Loan Question,High,Resolved,3.0
7014224,900148,2024-12-11,Failed Payment,Medium,Escalated,2.0
7014225,106701,2024-02-16,KYC Delay,Medium,Resolved,3.0
7014226,105389,2024-03-27,Account Access,Medium,Resolved,
7014227,114294,2024-10-12,Account Access,High,Escalated,3.0
7014228,121564,2024-01-21,Account Access,High,Resolved,5.0
7014229,112765,2023-07-10,Chargeback,High,Resolved,5.0
7014230,110299,2024-01-03,Failed Payment,High,Resolved,4.0
7014231,110350,2023-07-04,Fraud Concern,Critical,Resolved,2.0
7014232,124513,2024-04-27,Fraud Concern,High,Resolved,4.0
7014233,102876,2024-06-09,General,High,Escalated,2.0
7014234,108093,2024-10-10,Fraud Concern,Medium,Resolved,3.0
7014235,105216,2024-10-10,General,Low,Resolved,4.0
7014236,105564,2024-09-20,KYC Delay,High,Unresolved,1.0
7014237,115345,2024-04-09,General,Medium,Resolved,3.0
7014238,102228,2024-08-05,General,Medium,Resolved,3.0
7014239,117647,2024-07-11,Failed Payment,Medium,Resolved,3.0
7014240,120029,2024-04-26,KYC Delay,Medium,Escalated,4.0
7014241,117664,2024-04-10,Card Blocked,High,Unresolved,1.0
7014242,115677,2024-04-07,General,Medium,Resolved,4.0
7014243,124925,2023-11-28,Failed Payment,Critical,Resolved,3.0
7014244,114772,2023-09-24,Card Blocked,Low,Resolved,3.0
7014245,129045,2024-11-24,Failed Payment,Medium,Resolved,3.0
7014246,120028,2023-04-01,Failed Payment,High,Escalated,1.0
7014247,129562,2023-02-02,Account Access,Low,Resolved,
7014248,115476,2024-12-06,Chargeback,High,Resolved,4.0
7014249,102240,2023-10-23,Account Access,Medium,Resolved,
7014250,113813,2023-03-13,KYC Delay,Medium,Resolved,4.0
7014251,118504,2024-01-22,Failed Payment,Medium,Resolved,3.0
7014252,118315,2023-07-24,Fraud Concern,Critical,Resolved,5.0
7014253,113301,2023-11-07,Loan Question,Low,Escalated,3.0
7014254,125023,2023-06-13,Account Access,High,Resolved,5.0
7014255,125145,2024-02-25,General,Low,Resolved,5.0
7014256,112383,2023-10-02,Account Access,Medium,Resolved,5.0
7014257,114193,2024-02-11,Card Blocked,Medium,Resolved,4.0
7014258,101214,2024-12-27,Account Access,Medium,Resolved,5.0
7014259,123867,2024-12-27,KYC Delay,High,Resolved,5.0
7014260,125440,2023-11-29,Fraud Concern,High,Resolved,5.0
7014261,106438,2024-03-04,Card Blocked,High,Resolved,4.0
7014262,108092,2023-01-19,KYC Delay,Medium,Resolved,4.0
7014263,128470,2023-08-10,Fraud Concern,High,Resolved,4.0
7014264,108977,2024-05-14,Chargeback,High,Resolved,
7014265,900159,2023-10-13,Failed Payment,Medium,Unresolved,3.0
7014266,111876,2023-01-16,Failed Payment,High,Resolved,5.0
7014267,900061,2023-08-14,Account Access,Medium,Escalated,3.0
7014268,113331,2023-07-06,Account Access,Medium,Resolved,3.0
7014269,126569,2023-10-29,KYC Delay,Medium,Unresolved,3.0
7014270,104329,2023-04-26,Failed Payment,Medium,Resolved,4.0
7014271,109315,2024-12-16,KYC Delay,Medium,Resolved,4.0
7014272,112368,2023-01-08,Account Access,Critical,Unresolved,2.0
7014273,102109,2024-06-23,Failed Payment,High,Resolved,4.0
7014274,128464,2024-03-19,Card Blocked,Critical,Resolved,5.0
7014275,125230,2024-03-05,Fraud Concern,High,Resolved,5.0
7014276,125711,2024-09-13,Card Blocked,High,Resolved,4.0
7014277,116443,2023-12-01,Card Blocked,Low,Resolved,4.0
7014278,115735,2023-06-13,Card Blocked,Low,Resolved,4.0
7014279,113751,2024-04-02,Failed Payment,High,Resolved,5.0
7014280,123079,2023-02-12,KYC Delay,Medium,Escalated,5.0
7014281,100654,2024-01-25,Account Access,High,Resolved,5.0
7014282,102336,2023-04-22,Chargeback,Critical,Resolved,4.0
7014283,102702,2023-11-01,Account Access,Low,Resolved,5.0
7014284,125147,2024-11-26,Card Blocked,Medium,Resolved,4.0
7014285,123491,2023-09-02,Failed Payment,High,Resolved,5.0
7014286,114631,2023-03-11,Failed Payment,High,Escalated,2.0
7014287,125525,2024-04-18,General,Low,Resolved,
7014288,106495,2023-11-04,Account Access,Low,Unresolved,3.0
7014289,128427,2023-07-15,KYC Delay,Low,Resolved,4.0
7014290,116495,2024-09-11,Account Access,Low,Resolved,5.0
7014291,125515,2024-01-03,Card Blocked,Critical,Resolved,4.0
7014292,128578,2024-07-05,General,Low,Resolved,4.0
7014293,116962,2023-03-29,Card Blocked,Medium,Resolved,2.0
7014294,102515,2023-11-26,Card Blocked,Medium,Unresolved,1.0
7014295,122349,2023-01-24,Failed Payment,Medium,Escalated,3.0
7014296,112392,2024-07-25,General,High,Resolved,5.0
7014297,118795,2023-03-30,KYC Delay,Low,Resolved,5.0
7014298,117720,2024-09-09,KYC Delay,Medium,Resolved,3.0
7014299,116533,2024-01-19,Card Blocked,Low,Resolved,4.0
7014300,127609,2023-11-08,Loan Question,Medium,Escalated,2.0
7014301,900477,2023-01-12,KYC Delay,High,Unresolved,2.0
7014302,110234,2023-12-04,Card Blocked,Medium,Unresolved,1.0
7014303,123244,2024-03-06,Fraud Concern,Critical,Escalated,2.0
7014304,100229,2024-06-25,Loan Question,Medium,Resolved,5.0
7014305,126494,2024-08-19,Account Access,High,Resolved,4.0
7014306,102280,2024-11-19,KYC Delay,Medium,Resolved,3.0
7014307,112044,2023-11-02,Fraud Concern,Medium,Resolved,5.0
7014308,100533,2024-02-27,Account Access,Medium,Resolved,4.0
7014309,120364,2024-02-26,Chargeback,Medium,Resolved,4.0
7014310,116018,2024-01-13,KYC Delay,High,Resolved,3.0
7014311,118801,2024-12-28,Failed Payment,Critical,Resolved,5.0
7014312,127225,2023-08-30,Account Access,Medium,Unresolved,1.0
7014313,104392,2024-01-25,KYC Delay,High,Resolved,4.0
7014314,124282,2024-07-02,Card Blocked,Medium,Resolved,4.0
7014315,105536,2024-07-23,Chargeback,Medium,Unresolved,2.0
7014316,125013,2023-11-06,Loan Question,Medium,Resolved,3.0
7014317,126548,2023-04-13,Failed Payment,Medium,Resolved,4.0
7014318,101012,2023-10-31,Loan Question,Low,Unresolved,2.0
7014319,106441,2024-01-02,KYC Delay,High,Resolved,4.0
7014320,104377,2023-08-13,Card Blocked,High,Resolved,5.0
7014321,120160,2023-05-04,Chargeback,Medium,Resolved,5.0
7014322,114434,2024-03-25,Account Access,Medium,Escalated,2.0
7014323,900160,2024-08-22,General,Medium,Resolved,5.0
7014324,124090,2023-07-05,Card Blocked,Low,Resolved,5.0
7014325,101499,2024-12-12,Fraud Concern,Critical,Escalated,3.0
7014326,114851,2024-04-19,Account Access,Low,Resolved,3.0
7014327,120597,2023-09-21,Account Access,Medium,Resolved,
7014328,128739,2024-01-06,Loan Question,Low,Resolved,
7014329,112631,2024-01-13,Account Access,High,Resolved,
7014330,100905,2023-08-03,Account Access,High,Resolved,5.0
7014331,109617,2023-07-23,Card Blocked,Medium,Resolved,4.0
7014332,101459,2023-04-16,Card Blocked,Medium,Resolved,3.0
7014333,123898,2024-05-14,General,Medium,Resolved,4.0
7014334,105801,2023-09-22,Failed Payment,Medium,Resolved,4.0
7014335,106783,2024-05-23,Account Access,Medium,Resolved,4.0
7014336,126736,2023-07-22,KYC Delay,Critical,Resolved,4.0
7014337,111739,2024-02-04,Fraud Concern,High,Resolved,4.0
7014338,104823,2024-05-12,Loan Question,High,Resolved,4.0
7014339,107253,2024-02-03,Chargeback,Critical,Resolved,3.0
7014340,112179,2024-08-23,Account Access,Medium,Unresolved,2.0
7014341,100302,2024-08-17,General,Low,Resolved,5.0
7014342,110437,2023-03-13,Failed Payment,High,Resolved,5.0
7014343,127371,2024-03-10,Account Access,Low,Resolved,
7014344,119956,2024-08-02,Failed Payment,Medium,Resolved,4.0
7014345,118604,2023-11-05,Failed Payment,High,Unresolved,1.0
7014346,113878,2024-05-01,Account Access,Medium,Unresolved,2.0
7014347,109880,2023-04-05,General,Low,Resolved,4.0
7014348,126706,2023-05-28,General,High,Resolved,4.0
7014349,102426,2023-04-03,Failed Payment,Medium,Escalated,3.0
7014350,125554,2024-03-18,General,High,Resolved,3.0
7014351,122332,2023-02-17,Card Blocked,Medium,Resolved,4.0
7014352,120458,2024-07-06,Account Access,High,Resolved,
7014353,124324,2023-08-23,Loan Question,High,Resolved,5.0
7014354,129916,2023-10-02,KYC Delay,Critical,Resolved,5.0
7014355,119289,2024-12-11,Chargeback,High,Escalated,4.0
7014356,100755,2023-12-13,Card Blocked,Medium,Resolved,3.0
7014357,124698,2023-01-16,KYC Delay,Medium,Escalated,2.0
7014358,111615,2024-10-24,KYC Delay,Medium,Resolved,5.0
7014359,101259,2024-11-11,Account Access,Medium,Unresolved,1.0
7014360,124159,2023-03-20,Card Blocked,Low,Escalated,3.0
7014361,101008,2024-03-27,KYC Delay,Medium,Resolved,3.0
7014362,115424,2024-01-27,Loan Question,Medium,Resolved,4.0
7014363,108354,2023-07-24,Failed Payment,Medium,Resolved,3.0
7014364,114667,2023-07-05,KYC Delay,Low,Unresolved,2.0
7014365,112824,2024-04-07,KYC Delay,Medium,Resolved,4.0
7014366,117922,2023-05-22,Account Access,Medium,Resolved,4.0
7014367,125298,2024-08-31,Failed Payment,High,Resolved,4.0
7014368,113042,2024-11-15,Failed Payment,High,Resolved,4.0
7014369,104886,2023-05-07,Account Access,Low,Resolved,2.0
7014370,101055,2024-05-09,Card Blocked,Medium,Resolved,4.0
7014371,112700,2024-06-04,Account Access,Critical,Resolved,4.0
7014372,104186,2023-11-30,Account Access,High,Unresolved,2.0
7014373,125600,2023-09-06,Failed Payment,High,Resolved,4.0
7014374,120480,2024-09-10,General,Medium,Resolved,4.0
7014375,121117,2023-04-07,Account Access,High,Resolved,4.0
7014376,121071,2023-01-15,Fraud Concern,High,Resolved,
7014377,100849,2023-11-14,Failed Payment,Critical,Resolved,4.0
7014378,129630,2023-10-24,Account Access,Medium,Resolved,4.0
7014379,117549,2023-07-14,Account Access,Medium,Resolved,
7014380,116609,2023-01-05,KYC Delay,Medium,Resolved,5.0
7014381,106854,2023-07-02,General,High,Resolved,4.0
7014382,102159,2023-07-09,Card Blocked,Medium,Resolved,3.0
7014383,100433,2024-04-25,Account Access,Low,Resolved,4.0
7014384,118930,2024-07-26,Failed Payment,High,Resolved,4.0
7014385,125418,2023-09-28,Card Blocked,High,Resolved,5.0
7014386,105865,2024-04-18,Fraud Concern,Critical,Resolved,4.0
7014387,105102,2024-09-10,Account Access,Medium,Unresolved,2.0
7014388,122359,2024-09-08,Account Access,Medium,Escalated,3.0
7014389,104885,2024-03-03,Loan Question,Medium,Resolved,4.0
7014390,116302,2023-07-08,Loan Question,Medium,Resolved,4.0
7014391,113656,2023-05-17,General,Low,Resolved,3.0
7014392,112476,2023-07-31,Chargeback,Medium,Resolved,5.0
7014393,126157,2024-09-20,Loan Question,High,Resolved,4.0
7014394,115900,2024-02-20,Account Access,Low,Resolved,4.0
7014395,114654,2023-11-26,General,High,Resolved,2.0
7014396,111266,2024-03-10,Failed Payment,Critical,Resolved,3.0
7014397,126456,2023-09-25,Loan Question,Medium,Resolved,5.0
7014398,105461,2023-04-02,Failed Payment,Critical,Resolved,4.0
7014399,116546,2023-10-05,General,Low,Escalated,1.0
7014400,100220,2023-07-13,Account Access,Low,Resolved,5.0
7014401,118919,2024-08-02,KYC Delay,Low,Resolved,4.0
7014402,100130,2023-08-16,Failed Payment,High,Resolved,5.0
7014403,109730,2024-01-06,Card Blocked,Medium,Resolved,5.0
7014404,122068,2024-07-05,General,Low,Escalated,3.0
7014405,109951,2023-07-12,Card Blocked,High,Unresolved,3.0
7014406,900390,2024-02-14,KYC Delay,Medium,Resolved,4.0
7014407,112200,2024-01-14,Failed Payment,High,Resolved,4.0
7014408,109187,2023-07-02,General,Critical,Resolved,3.0
7014409,106898,2024-12-03,Fraud Concern,Critical,Resolved,3.0
7014410,115911,2024-10-03,Account Access,Medium,Resolved,4.0
7014411,105604,2023-01-24,Chargeback,Medium,Resolved,4.0
7014412,120491,2023-07-20,Chargeback,Medium,Resolved,4.0
7014413,100370,2024-10-13,Card Blocked,Medium,Resolved,4.0
7014414,120971,2023-08-15,General,Medium,Resolved,4.0
7014415,105646,2024-10-22,General,Low,Resolved,4.0
7014416,117609,2023-09-23,Failed Payment,Critical,Resolved,4.0
7014417,112197,2024-03-21,Chargeback,High,Resolved,3.0
7014418,105997,2023-11-22,Card Blocked,High,Resolved,5.0
7014419,105469,2023-09-17,Card Blocked,Low,Unresolved,2.0
7014420,111226,2023-03-22,KYC Delay,High,Resolved,5.0
7014421,101582,2023-08-29,Chargeback,High,Resolved,3.0
7014422,116711,2024-08-09,Chargeback,High,Resolved,5.0
7014423,100673,2023-08-09,Card Blocked,High,Unresolved,2.0
7014424,126622,2023-01-04,Loan Question,Low,Resolved,3.0
7014425,110007,2024-12-11,Loan Question,Medium,Resolved,5.0
7014426,109882,2023-10-29,Chargeback,Medium,Resolved,5.0
7014427,125140,2024-05-15,Failed Payment,High,Resolved,4.0
7014428,129661,2023-11-08,Account Access,High,Resolved,4.0
7014429,125534,2024-04-29,Account Access,Low,Resolved,5.0
7014430,129024,2023-05-13,Card Blocked,Critical,Resolved,4.0
7014431,123004,2023-12-24,Failed Payment,High,Resolved,3.0
7014432,129810,2023-12-14,Card Blocked,High,Resolved,
7014433,129177,2024-04-23,Chargeback,High,Resolved,4.0
7014434,101201,2023-06-01,KYC Delay,Medium,Resolved,4.0
7014435,110315,2024-11-28,Card Blocked,Low,Resolved,4.0
7014436,104940,2024-01-24,Loan Question,Low,Resolved,4.0
7014437,125848,2024-06-06,Account Access,Low,Resolved,3.0
7014438,117254,2024-07-15,Failed Payment,High,Resolved,5.0
7014439,114372,2024-03-19,Account Access,Low,Resolved,4.0
7014440,115323,2023-04-07,Account Access,High,Resolved,5.0
7014441,126231,2023-01-28,General,Medium,Unresolved,3.0
7014442,124478,2024-05-22,Card Blocked,Medium,Resolved,4.0
7014443,106131,2023-05-22,Account Access,Medium,Resolved,3.0
7014444,116141,2023-04-15,General,Critical,Resolved,4.0
7014445,115714,2023-02-12,Account Access,High,Resolved,3.0
7014446,126336,2024-09-16,General,High,Unresolved,1.0
7014447,129216,2024-05-12,Card Blocked,High,Resolved,5.0
7014448,107338,2024-07-21,Fraud Concern,High,Resolved,4.0
7014449,123359,2023-10-15,Failed Payment,Medium,Resolved,3.0
7014450,116061,2024-05-01,Account Access,High,Unresolved,2.0
7014451,110552,2024-08-17,General,Medium,Resolved,3.0
7014452,101182,2023-06-18,Chargeback,High,Resolved,3.0
7014453,110124,2023-01-11,KYC Delay,Medium,Resolved,4.0
7014454,128516,2023-04-04,Account Access,Medium,Resolved,3.0
7014455,127982,2024-12-07,Failed Payment,Critical,Resolved,4.0
7014456,103551,2023-08-13,Card Blocked,Medium,Resolved,2.0
7014457,127176,2024-07-27,Fraud Concern,High,Resolved,5.0
7014458,121743,2023-05-30,Failed Payment,High,Resolved,4.0
7014459,900285,2024-11-02,Card Blocked,Medium,Resolved,2.0
7014460,102935,2023-06-07,Card Blocked,Medium,Unresolved,3.0
7014461,105428,2024-01-27,Failed Payment,High,Escalated,3.0
7014462,109903,2023-01-21,Failed Payment,High,Resolved,4.0
7014463,125617,2024-09-26,Failed Payment,Critical,Resolved,4.0
7014464,120737,2024-02-12,General,Low,Resolved,5.0
7014465,102170,2024-04-19,Account Access,High,Unresolved,3.0
7014466,114918,2023-01-16,General,Low,Resolved,5.0
7014467,122421,2023-12-18,Account Access,Medium,Resolved,5.0
7014468,115573,2023-03-15,Account Access,Low,Unresolved,3.0
7014469,103794,2023-02-14,Loan Question,Low,Resolved,4.0
7014470,110296,2024-09-04,General,Medium,Resolved,4.0
7014471,114344,2023-05-15,Account Access,Medium,Resolved,4.0
7014472,128728,2023-04-29,Account Access,Critical,Escalated,3.0
7014473,116346,2024-09-28,General,Low,Resolved,4.0
7014474,115224,2024-08-16,Loan Question,Medium,Resolved,4.0
7014475,101357,2024-08-12,Account Access,High,Resolved,4.0
7014476,122389,2023-06-03,Account Access,Medium,Resolved,5.0
7014477,117030,2023-06-12,Card Blocked,Medium,Escalated,2.0
7014478,121860,2024-04-08,KYC Delay,Medium,Resolved,2.0
7014479,113205,2024-06-18,Chargeback,High,Unresolved,2.0
7014480,127459,2023-01-09,Failed Payment,High,Resolved,5.0
7014481,119869,2024-12-16,Failed Payment,High,Resolved,4.0
7014482,116962,2023-06-03,Loan Question,Critical,Resolved,3.0
7014483,109722,2023-11-25,Failed Payment,Medium,Resolved,4.0
7014484,129327,2023-12-06,General,High,Unresolved,3.0
7014485,101496,2023-03-29,Account Access,High,Resolved,5.0
7014486,124989,2023-03-24,Card Blocked,High,Resolved,
7014487,102783,2023-01-03,Failed Payment,High,Escalated,3.0
7014488,118552,2024-12-29,Account Access,Low,Resolved,5.0
7014489,119149,2023-02-24,Card Blocked,Medium,Resolved,4.0
7014490,102491,2023-01-02,Failed Payment,Medium,Resolved,4.0
7014491,100348,2024-12-07,Card Blocked,Medium,Resolved,3.0
7014492,129128,2024-01-31,General,High,Escalated,3.0
7014493,116875,2024-01-12,Account Access,Medium,Resolved,5.0
7014494,105866,2024-08-23,Chargeback,Medium,Unresolved,
7014495,113532,2023-06-20,Loan Question,Medium,Unresolved,2.0
7014496,119222,2023-07-30,Fraud Concern,Medium,Resolved,4.0
7014497,128148,2024-12-20,Failed Payment,High,Escalated,3.0
7014498,118126,2024-02-12,KYC Delay,Medium,Resolved,4.0
7014499,108284,2023-08-31,Card Blocked,Medium,Resolved,3.0
7014500,104340,2023-09-07,General,Low,Resolved,4.0
7014501,128348,2024-12-25,Failed Payment,High,Resolved,5.0
7014502,110202,2024-08-02,Failed Payment,Critical,Resolved,5.0
7014503,110290,2023-10-08,Failed Payment,Medium,Unresolved,3.0
7014504,105713,2024-12-08,KYC Delay,Medium,Escalated,2.0
7014505,116827,2024-03-26,Failed Payment,High,Escalated,4.0
7014506,101081,2023-04-25,Account Access,High,Escalated,3.0
7014507,122643,2023-11-30,Account Access,Medium,Unresolved,
7014508,900467,2023-03-27,Card Blocked,Low,Resolved,3.0
7014509,114756,2023-06-19,Fraud Concern,Critical,Resolved,5.0
7014510,121721,2023-09-01,Card Blocked,High,Resolved,5.0
7014511,128029,2024-07-01,Failed Payment,Critical,Unresolved,2.0
7014512,117035,2023-08-24,General,Medium,Unresolved,2.0
7014513,111707,2024-02-04,Chargeback,High,Unresolved,2.0
7014514,110682,2024-05-30,Fraud Concern,Medium,Resolved,4.0
7014515,120584,2024-10-02,Account Access,Medium,Resolved,5.0
7014516,115309,2024-02-17,Card Blocked,Medium,Escalated,3.0
7014517,129324,2023-12-04,Fraud Concern,Medium,Resolved,2.0
7014518,111348,2023-02-22,General,Low,Resolved,5.0
7014519,129207,2023-02-09,KYC Delay,Medium,Resolved,3.0
7014520,128610,2024-05-25,General,Medium,Resolved,3.0
7014521,105738,2024-12-04,Chargeback,Medium,Resolved,4.0
7014522,100065,2023-09-18,General,Medium,Resolved,4.0
7014523,118994,2023-02-20,Failed Payment,High,Escalated,3.0
7014524,107318,2024-02-22,Account Access,Low,Resolved,3.0
7014525,124796,2023-11-10,Account Access,Medium,Resolved,3.0
7014526,107401,2023-04-21,Account Access,Low,Resolved,5.0
7014527,114512,2023-07-06,Fraud Concern,High,Escalated,3.0
7014528,129004,2023-06-02,Fraud Concern,Medium,Escalated,3.0
7014529,109900,2024-12-21,Fraud Concern,Medium,Resolved,5.0
7014530,117200,2024-01-20,Failed Payment,High,Resolved,4.0
7014531,106225,2023-05-01,General,Medium,Resolved,4.0
7014532,123807,2023-12-25,Fraud Concern,Critical,Resolved,
7014533,129519,2024-07-18,Account Access,Low,Resolved,3.0
7014534,105789,2024-02-13,General,Medium,Resolved,4.0
7014535,125049,2023-06-02,Chargeback,High,Resolved,4.0
7014536,103334,2024-08-27,Loan Question,Low,Resolved,3.0
7014537,126946,2024-07-11,Failed Payment,Critical,Resolved,5.0
7014538,120901,2024-10-14,Failed Payment,Medium,Unresolved,2.0
7014539,125673,2024-07-22,KYC Delay,Medium,Resolved,4.0
7014540,110423,2024-01-17,Card Blocked,Medium,Resolved,5.0
7014541,103073,2023-05-27,General,Critical,Resolved,4.0
7014542,118220,2024-11-13,Fraud Concern,Medium,Resolved,4.0
7014543,103543,2024-06-20,General,Low,Escalated,4.0
7014544,119446,2024-01-31,Loan Question,Low,Unresolved,
7014545,108450,2024-02-14,Fraud Concern,Medium,Resolved,4.0
7014546,129418,2024-09-06,Account Access,Low,Resolved,4.0
7014547,101652,2023-01-05,KYC Delay,Medium,Unresolved,2.0
7014548,101146,2023-07-19,General,Medium,Resolved,4.0
7014549,126899,2023-02-28,Account Access,Medium,Resolved,5.0
7014550,107223,2023-03-25,Account Access,Medium,Escalated,2.0
7014551,129798,2024-03-02,Account Access,Medium,Resolved,3.0
7014552,104483,2023-10-28,General,Medium,Unresolved,2.0
7014553,111749,2024-05-17,Card Blocked,Medium,Resolved,4.0
7014554,105504,2024-12-22,Fraud Concern,Critical,Resolved,5.0
7014555,120492,2023-10-17,Fraud Concern,Medium,Unresolved,3.0
7014556,113916,2024-06-28,Fraud Concern,Medium,Resolved,5.0
