loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date,default_flag
6003418,112027,SMB Loan,13487.77,13.41,Closed,2023-09-20,False
6003419,116125,Personal Loan,16456.25,6.85,Closed,2023-09-28,False
6003420,109884,Personal Loan,13774.56,12.92,Active,2023-02-28,False
6003421,900189,Personal Loan,13967.71,14.43,Closed,2024-04-25,False
6003422,101495,Overdraft Credit,8786.2,10.73,Active,2024-06-01,False
6003423,106509,SMB Loan,9229.38,5.99,Active,2023-05-21,False
6003424,103159,Consumer Credit,9156.09,4.75,Active,2023-05-17,False
6003425,115537,Overdraft Credit,9986.18,11.9,Defaulted,2023-07-09,True
6003426,123544,SMB Loan,902.68,6.21,Active,2022-11-19,False
6003427,111312,Personal Loan,6034.87,10.23,Closed,2022-11-04,False
6003428,100791,Personal Loan,15926.15,15.47,Active,2023-07-30,False
6003429,105244,Personal Loan,30090.58,10.68,Active,2023-05-19,False
6003430,126006,Personal Loan,27206.21,14.92,Active,2023-11-10,False
6003431,106827,SMB Loan,8900.56,14.63,Active,2022-07-26,False
6003432,114441,SMB Loan,4998.72,9.23,Active,2022-09-05,False
6003433,119426,SMB Loan,8326.68,12.55,Active,2023-12-12,False
6003434,118925,Personal Loan,30576.49,5.32,Active,2022-07-04,False
6003435,109356,Personal Loan,2991.53,15.91,Active,2024-04-21,False
6003436,127610,Consumer Credit,8054.08,11.62,Closed,2024-08-04,False
6003437,104724,Consumer Credit,11077.82,4.92,Active,2024-03-11,False
6003438,108261,Personal Loan,14484.07,10.41,Active,2023-10-18,False
6003439,106826,Overdraft Credit,9366.11,7.84,Active,2023-08-25,False
6003440,104550,SMB Loan,1684.23,6.66,Active,2024-06-02,False
6003441,114873,Consumer Credit,36184.16,6.94,Active,2024-01-03,False
6003442,112008,Consumer Credit,6992.63,12.93,Active,2024-05-29,False
6003443,119075,Personal Loan,7211.4,7.71,Active,2022-10-15,False
6003444,124005,Consumer Credit,7173.08,5.85,Active,2022-09-16,False
6003445,115459,Personal Loan,17170.23,12.92,Active,2022-06-04,False
6003446,126514,Personal Loan,6355.01,14.68,Active,2022-07-26,False
6003447,126283,Personal Loan,27197.32,4.97,Closed,2024-06-25,False
6003448,129080,Personal Loan,10699.88,6.05,Active,2022-07-14,False
6003449,128809,Consumer Credit,3375.07,8.64,Active,2023-03-12,False
6003450,105314,Personal Loan,14338.75,8.33,Active,2023-05-21,False
6003451,114379,SMB Loan,29964.28,7.33,Active,2022-10-20,False
6003452,126444,Personal Loan,16315.24,10.88,Active,2024-05-26,False
6003453,111781,Personal Loan,24128.63,8.91,Active,2024-01-18,False
6003454,118188,Personal Loan,6095.81,12.35,Active,2023-09-30,False
6003455,102532,Consumer Credit,7627.98,8.2,Active,2023-12-21,False
6003456,113217,Personal Loan,28101.19,12.48,Closed,2022-06-15,False
6003457,118553,Personal Loan,31514.35,14.63,Active,2022-09-27,False
6003458,111297,SMB Loan,8977.02,9.15,Active,2023-03-11,False
6003459,113397,Overdraft Credit,10077.96,10.53,Active,2023-03-16,False
6003460,119525,Personal Loan,14590.55,13.76,Closed,2022-12-31,False
6003461,128245,Personal Loan,8599.42,7.79,Defaulted,2024-03-24,True
6003462,109574,Consumer Credit,46886.77,4.55,Active,2023-10-13,False
6003463,102236,Personal Loan,3357.66,12.99,Active,2023-02-13,False
6003464,113829,Consumer Credit,12580.17,10.0,Active,2023-06-16,False
6003465,125164,SMB Loan,14323.84,13.92,Defaulted,2022-10-26,True
6003466,115585,SMB Loan,28320.73,6.72,Defaulted,2023-05-16,True
6003467,103447,Personal Loan,15842.43,10.74,Active,2022-12-15,False
6003468,121683,Overdraft Credit,4364.35,9.14,Active,2022-10-21,False
6003469,108504,Consumer Credit,4374.24,14.36,Closed,2022-09-04,False
6003470,106684,SMB Loan,7926.53,7.82,Active,2023-07-19,False
6003471,122102,Personal Loan,4981.96,6.19,Active,2022-07-19,False
6003472,108133,Personal Loan,16399.12,14.89,Active,2024-03-09,False
6003473,124800,SMB Loan,6192.36,7.09,Active,2022-07-23,False
6003474,116309,Personal Loan,6548.69,15.58,Closed,2024-08-02,False
6003475,111320,Overdraft Credit,6498.61,9.16,Active,2023-12-12,False
6003476,125733,SMB Loan,20422.94,15.69,Active,2024-05-10,False
6003477,110259,Consumer Credit,5515.94,11.05,Active,2022-06-25,False
6003478,122669,Personal Loan,6386.78,13.25,Closed,2023-12-08,False
6003479,103829,Personal Loan,6256.54,10.3,Active,2024-03-01,False
6003480,106816,Consumer Credit,6482.8,7.41,Active,2023-09-13,False
6003481,103086,SMB Loan,16176.96,10.74,Defaulted,2024-09-06,True
6003482,122346,SMB Loan,9186.63,8.46,Active,2022-07-12,False
6003483,106549,Personal Loan,9218.18,11.81,Active,2024-04-25,False
6003484,103133,Personal Loan,7286.51,9.48,Active,2023-03-06,False
6003485,121582,Personal Loan,13618.78,14.61,Closed,2022-09-25,False
6003486,109295,Personal Loan,6283.7,11.9,Active,2023-11-21,False
6003487,124500,Personal Loan,8911.73,12.13,Active,2024-09-05,False
6003488,105022,SMB Loan,10732.04,15.08,Active,2023-06-04,False
6003489,127915,Personal Loan,19674.49,6.01,Active,2023-06-26,False
6003490,111614,Consumer Credit,8874.97,10.06,Active,2023-12-03,False
6003491,123726,Consumer Credit,3310.26,16.17,Closed,2022-10-26,False
6003492,120204,Personal Loan,11070.57,7.02,Active,2024-04-28,False
6003493,129659,Consumer Credit,7544.7,13.49,Active,2022-09-23,False
6003494,103914,SMB Loan,22506.18,16.25,Closed,2022-10-08,False
6003495,111190,Personal Loan,3616.12,7.69,Active,2023-11-23,False
6003496,103980,Personal Loan,5375.31,9.11,Closed,2023-03-12,False
6003497,123572,Consumer Credit,5075.06,10.07,Closed,2024-02-19,False
6003498,110944,Personal Loan,17804.49,8.46,Active,2022-08-27,False
6003499,120236,Consumer Credit,11968.0,13.52,Active,2024-03-15,False
6003500,101564,Personal Loan,2360.57,16.27,Active,2022-09-23,False
6003501,126277,Personal Loan,10709.81,13.09,Closed,2024-06-23,False
6003502,117621,Consumer Credit,60322.62,6.28,Active,2024-09-05,False
6003503,106161,Personal Loan,15978.67,14.53,Active,2023-07-25,False
6003504,121429,Personal Loan,4040.36,8.01,Active,2024-06-18,False
6003505,127299,Personal Loan,10164.76,11.77,Active,2024-04-05,False
6003506,112538,Personal Loan,2302.93,12.68,Active,2023-08-13,False
6003507,107800,Personal Loan,2740.77,16.08,Closed,2022-07-31,False
6003508,114727,SMB Loan,14495.85,6.84,Active,2023-02-01,False
6003509,900489,SMB Loan,10446.26,16.42,Closed,2023-12-26,False
6003510,102254,Personal Loan,1900.5,8.95,Active,2022-06-02,False
6003511,116831,SMB Loan,25409.09,9.25,Active,2024-09-11,False
6003512,117037,Consumer Credit,11219.92,16.02,Active,2024-05-29,False
6003513,121274,Personal Loan,15337.98,13.18,Active,2022-08-29,False
6003514,124280,SMB Loan,7347.23,14.97,Active,2023-08-11,False
6003515,128220,Personal Loan,8840.08,8.09,Closed,2023-10-13,False
6003516,108737,Personal Loan,7798.66,12.4,Closed,2023-10-01,False
6003517,107330,Overdraft Credit,23480.72,13.12,Active,2022-09-11,False
6003518,110097,Personal Loan,16820.21,5.11,Active,2023-05-06,False
6003519,118758,SMB Loan,7162.09,7.18,Defaulted,2022-10-12,True
6003520,118632,SMB Loan,3082.99,15.29,Active,2024-05-09,False
6003521,104602,SMB Loan,46643.62,16.33,Active,2023-01-16,False
6003522,126932,Personal Loan,5409.15,9.18,Active,2022-11-16,False
6003523,129149,Personal Loan,5646.97,13.53,Active,2023-08-13,False
6003524,107831,Overdraft Credit,16293.78,6.45,Closed,2023-01-02,False
6003525,113221,Personal Loan,4145.42,6.77,Closed,2023-07-21,False
6003526,124753,Personal Loan,2872.62,5.8,Active,2022-08-12,False
6003527,122765,Consumer Credit,6480.74,16.39,Active,2024-02-10,False
6003528,110089,SMB Loan,14705.93,13.32,Active,2024-06-02,False
6003529,129410,SMB Loan,8496.55,5.59,Active,2022-08-05,False
6003530,124287,Personal Loan,6528.67,10.45,Closed,2023-10-13,False
6003531,110579,SMB Loan,15406.65,13.24,Defaulted,2022-11-04,True
6003532,123485,Personal Loan,7354.21,5.02,Active,2022-10-30,False
6003533,117819,Personal Loan,3082.65,5.16,Active,2024-03-20,False
6003534,115759,Personal Loan,10259.37,11.45,Active,2024-01-06,False
6003535,104895,Consumer Credit,6285.92,10.03,Active,2024-06-22,False
6003536,128986,Personal Loan,10760.63,13.64,Closed,2023-04-25,False
6003537,120008,Consumer Credit,12390.0,9.14,Active,2024-04-14,False
6003538,120732,Overdraft Credit,10886.02,15.06,Active,2023-08-17,False
6003539,129394,Consumer Credit,6987.73,12.39,Active,2022-08-29,False
6003540,105261,Personal Loan,11259.56,13.64,Active,2024-05-06,False
6003541,117634,Consumer Credit,10408.22,9.13,Active,2022-12-29,False
6003542,101873,Personal Loan,7792.01,13.41,Active,2023-08-11,False
6003543,128289,Personal Loan,1242.34,13.14,Closed,2023-11-30,False
6003544,120687,Overdraft Credit,9132.48,11.7,Active,2022-06-11,False
6003545,111352,Personal Loan,8897.09,11.62,Active,2022-06-22,False
6003546,120275,Consumer Credit,1504.52,5.9,Defaulted,2022-07-04,True
6003547,102747,Personal Loan,4250.82,15.8,Active,2023-06-22,False
6003548,118767,Consumer Credit,25831.76,14.05,Active,2024-06-12,False
6003549,118262,SMB Loan,4712.65,13.58,Active,2023-07-21,False
6003550,121331,Personal Loan,10998.33,14.4,Active,2022-08-25,False
6003551,127373,Consumer Credit,9548.41,7.84,Active,2022-06-15,False
6003552,104510,Overdraft Credit,11292.69,8.63,Active,2024-02-02,False
6003553,113943,Personal Loan,19241.75,5.53,Active,2023-03-25,False
6003554,114198,Personal Loan,15864.62,7.4,Active,2023-10-03,False
6003555,113130,Personal Loan,5192.73,9.76,Active,2023-09-21,False
6003556,111647,Personal Loan,5641.68,10.99,Active,2023-03-19,False
6003557,102029,Personal Loan,5132.2,10.43,Active,2023-01-22,False
6003558,103917,SMB Loan,7206.19,6.38,Active,2024-09-07,False
6003559,113141,Overdraft Credit,32376.84,7.77,Active,2023-03-12,False
6003560,127967,Personal Loan,3687.03,7.3,Active,2023-03-30,False
6003561,110693,Consumer Credit,7985.45,11.66,Active,2024-04-11,False
6003562,125530,Personal Loan,15513.01,14.81,Defaulted,2024-02-29,True
6003563,119007,Personal Loan,12136.96,5.73,Active,2022-12-24,False
6003564,113381,Consumer Credit,3373.65,11.13,Active,2022-07-28,False
6003565,126849,Overdraft Credit,11203.62,15.53,Active,2023-07-18,False
6003566,106678,Personal Loan,11239.88,9.11,Active,2022-09-27,False
6003567,113638,Consumer Credit,13842.78,11.01,Active,2023-08-23,False
6003568,120711,Personal Loan,17359.34,16.49,Closed,2023-10-10,False
6003569,103175,Overdraft Credit,23238.23,14.36,Closed,2023-08-10,False
6003570,127394,SMB Loan,5588.05,16.01,Closed,2024-05-11,False
6003571,107100,Personal Loan,5300.32,14.22,Active,2023-08-12,False
6003572,124128,Consumer Credit,10696.25,7.69,Closed,2022-10-19,False
6003573,126368,Consumer Credit,40185.6,4.77,Active,2024-03-08,False
6003574,110599,Consumer Credit,9216.34,15.15,Active,2023-02-16,False
6003575,100348,Consumer Credit,6820.08,4.84,Closed,2023-02-21,False
6003576,124836,Overdraft Credit,4208.89,7.83,Active,2023-07-06,False
6003577,122436,SMB Loan,4077.94,7.15,Active,2022-12-12,False
6003578,110780,Personal Loan,5455.46,6.55,Active,2023-05-08,False
6003579,128591,Personal Loan,10374.1,13.72,Active,2024-06-07,False
6003580,120397,Overdraft Credit,5521.41,11.53,Closed,2022-11-10,False
6003581,124956,Consumer Credit,3527.3,7.44,Active,2023-01-22,False
6003582,109747,Consumer Credit,43423.6,7.59,Active,2022-09-07,False
6003583,118551,Personal Loan,8518.04,11.59,Active,2024-05-15,False
6003584,115429,Personal Loan,4430.68,5.73,Active,2023-06-05,False
6003585,110239,Personal Loan,19044.2,11.65,Active,2023-11-22,False
6003586,119627,Personal Loan,15741.18,5.06,Closed,2024-08-31,False
6003587,116720,Overdraft Credit,4098.32,10.35,Active,2022-10-11,False
6003588,109039,Personal Loan,4764.14,13.69,Active,2022-10-19,False
6003589,109971,Personal Loan,2266.31,10.42,Closed,2023-05-22,False
6003590,124626,Personal Loan,12072.72,8.88,Active,2023-08-05,False
6003591,119031,Consumer Credit,2214.8,11.34,Active,2024-04-05,False
6003592,128306,Overdraft Credit,5912.74,11.0,Active,2024-06-29,False
6003593,118947,Consumer Credit,25009.3,5.06,Active,2024-01-03,False
6003594,115925,Personal Loan,6542.85,10.63,Active,2023-01-04,False
6003595,129046,Consumer Credit,7867.46,8.5,Active,2024-06-01,False
6003596,104977,Personal Loan,3847.64,10.96,Active,2022-11-02,False
6003597,105208,Overdraft Credit,22988.72,9.13,Closed,2023-05-07,False
6003598,121488,SMB Loan,20760.37,10.13,Active,2023-07-04,False
6003599,128771,Personal Loan,6917.59,15.79,Active,2024-08-13,False
6003600,107422,Overdraft Credit,15088.08,15.53,Active,2024-05-06,False
6003601,127691,SMB Loan,19959.06,14.99,Active,2023-09-16,False
6003602,108914,Personal Loan,4820.95,13.48,Active,2023-12-25,False
6003603,109788,SMB Loan,6901.62,11.37,Active,2022-08-14,False
6003604,104832,Personal Loan,2143.32,13.54,Closed,2022-09-12,False
6003605,115857,Personal Loan,8855.81,10.05,Active,2022-09-10,False
6003606,116878,SMB Loan,8703.24,11.68,Active,2022-09-17,False
6003607,110035,Personal Loan,12578.18,7.97,Active,2024-07-31,False
6003608,103395,Personal Loan,4245.46,7.63,Active,2023-04-14,False
6003609,102530,SMB Loan,11859.58,10.78,Active,2023-06-04,False
6003610,119258,Consumer Credit,2109.74,7.92,Active,2024-07-24,False
6003611,106770,SMB Loan,7320.5,9.48,Active,2023-07-02,False
6003612,121736,Personal Loan,20028.45,14.27,Active,2023-12-01,False
6003613,109615,Personal Loan,7021.08,13.41,Active,2024-03-11,False
6003614,116929,SMB Loan,7426.44,8.36,Active,2023-04-02,False
6003615,100680,Consumer Credit,6529.48,5.0,Active,2024-07-24,False
6003616,118329,Personal Loan,6426.04,11.9,Closed,2024-03-31,False
6003617,109825,Consumer Credit,3349.79,8.19,Closed,2023-03-22,False
6003618,100946,SMB Loan,10343.53,7.06,Active,2023-04-22,False
6003619,102224,Consumer Credit,10714.5,12.3,Closed,2022-12-03,False
6003620,103499,Consumer Credit,4447.62,13.78,Closed,2024-06-06,False
6003621,108032,SMB Loan,7783.51,13.46,Active,2023-10-12,False
6003622,128233,Personal Loan,3348.72,11.93,Active,2024-01-20,False
6003623,116632,Personal Loan,6214.7,14.07,Closed,2024-08-23,False
6003624,121671,Personal Loan,13801.98,15.95,Active,2024-02-12,False
6003625,118070,SMB Loan,5802.41,7.81,Closed,2023-06-30,False
6003626,103498,Personal Loan,29181.57,10.86,Active,2022-09-21,False
6003627,120758,Personal Loan,8425.76,8.41,Active,2023-01-28,False
6003628,108570,SMB Loan,4361.36,11.09,Active,2022-09-27,False
6003629,100896,Personal Loan,12460.96,15.35,Active,2024-06-25,False
6003630,117925,SMB Loan,24794.27,12.61,Active,2024-02-11,False
6003631,111584,SMB Loan,18608.47,15.89,Active,2024-04-06,False
6003632,108404,Consumer Credit,2475.06,5.2,Active,2024-07-29,False
6003633,105995,Personal Loan,15144.06,8.78,Closed,2023-01-23,False
6003634,104602,SMB Loan,67373.78,9.43,Active,2022-07-11,False
6003635,109350,Overdraft Credit,10374.79,8.97,Active,2024-05-25,False
6003636,114313,Consumer Credit,5560.25,10.04,Active,2023-09-16,False
6003637,126520,Personal Loan,3915.93,13.57,Active,2022-09-10,False
6003638,117013,Personal Loan,3845.59,14.47,Active,2024-04-02,False
6003639,110996,Personal Loan,9828.61,12.62,Active,2024-02-21,False
6003640,102638,Personal Loan,23716.13,16.23,Active,2024-04-29,False
6003641,115388,Consumer Credit,27170.77,6.0,Active,2022-12-23,False
6003642,100983,Personal Loan,18486.44,7.63,Active,2023-12-14,False
6003643,120413,Personal Loan,1903.01,12.93,Active,2023-08-21,False
6003644,105084,Consumer Credit,1467.99,11.09,Active,2022-11-05,False
6003645,113296,Consumer Credit,38319.16,11.53,Active,2023-12-20,False
6003646,127491,Personal Loan,4206.6,11.13,Active,2022-11-14,False
6003647,117518,Overdraft Credit,8323.99,6.9,Active,2024-03-10,False
6003648,102866,Personal Loan,2023.32,12.01,Active,2022-07-03,False
6003649,114547,Consumer Credit,5324.85,6.98,Active,2023-07-01,False
6003650,118317,Personal Loan,8628.18,5.47,Closed,2023-10-17,False
6003651,110699,Personal Loan,7695.56,14.01,Closed,2022-08-04,False
6003652,106296,SMB Loan,17130.26,12.66,Active,2024-04-14,False
6003653,114770,Consumer Credit,33357.32,14.45,Closed,2022-12-30,False
6003654,109463,Consumer Credit,7162.19,4.86,Active,2023-07-13,False
6003655,120150,Overdraft Credit,10012.35,15.55,Closed,2024-08-10,False
6003656,101409,Overdraft Credit,5683.76,15.5,Active,2023-10-09,False
6003657,111646,Personal Loan,9552.39,7.54,Active,2023-06-23,False
6003658,127031,Consumer Credit,44412.33,13.4,Active,2024-07-30,False
6003659,124942,Personal Loan,3858.37,8.44,Closed,2024-04-28,False
6003660,111885,Personal Loan,30419.25,6.9,Defaulted,2024-05-25,True
6003661,125453,SMB Loan,133537.47,13.09,Closed,2023-01-13,False
6003662,106952,Personal Loan,20445.81,13.71,Active,2023-09-22,False
6003663,115926,SMB Loan,12294.92,7.21,Active,2023-03-22,False
6003664,109097,Personal Loan,6869.18,7.24,Active,2023-10-30,False
6003665,118398,Consumer Credit,2781.18,9.69,Active,2024-05-09,False
6003666,122806,SMB Loan,5638.11,15.51,Active,2023-02-12,False
6003667,119851,Consumer Credit,26122.29,12.87,Active,2023-02-26,False
6003668,120599,Consumer Credit,22790.1,16.37,Closed,2022-10-10,False
6003669,108054,Personal Loan,4303.11,8.46,Closed,2022-12-20,False
6003670,116586,Consumer Credit,15321.09,6.76,Active,2024-03-04,False
6003671,108435,Personal Loan,5900.26,16.36,Active,2022-12-18,False
6003672,121255,Consumer Credit,10444.94,8.77,Closed,2023-12-24,False
6003673,105215,Overdraft Credit,15712.7,11.29,Active,2024-03-10,False
6003674,101417,Personal Loan,3247.51,13.56,Closed,2024-03-02,False
6003675,121098,Overdraft Credit,4789.68,4.73,Closed,2024-04-10,False
6003676,114440,Consumer Credit,14254.79,10.48,Closed,2023-11-23,False
6003677,128466,Overdraft Credit,11828.3,5.08,Active,2022-06-25,False
6003678,119916,Personal Loan,23680.71,6.33,Active,2024-06-28,False
6003679,127609,Overdraft Credit,15535.88,14.11,Active,2023-06-12,False
6003680,101018,Personal Loan,12246.47,12.97,Active,2024-03-02,False
6003681,125649,SMB Loan,6869.76,15.44,Active,2024-02-06,False
6003682,104359,SMB Loan,24514.05,9.38,Active,2023-09-28,False
6003683,127086,Overdraft Credit,9491.16,14.93,Closed,2022-11-12,False
6003684,127703,Consumer Credit,13545.77,8.67,Active,2023-08-02,False
6003685,128389,Consumer Credit,12365.05,15.44,Active,2023-06-11,False
6003686,105607,Personal Loan,26803.76,7.32,Active,2023-04-17,False
6003687,116427,Personal Loan,11553.26,12.76,Active,2022-07-05,False
6003688,114052,Consumer Credit,15996.64,9.72,Active,2023-06-25,False
6003689,116702,SMB Loan,32455.96,10.23,Active,2024-04-04,False
6003690,104744,Personal Loan,7755.3,12.2,Defaulted,2024-04-29,True
6003691,123269,Consumer Credit,12337.78,12.22,Defaulted,2023-11-22,True
6003692,127918,Overdraft Credit,14628.11,12.63,Active,2023-05-18,False
6003693,110599,SMB Loan,2171.93,8.84,Active,2023-07-31,False
6003694,115139,Consumer Credit,4897.97,10.6,Active,2024-06-15,False
6003695,129818,Consumer Credit,16329.85,13.96,Closed,2022-10-12,False
6003696,104668,Personal Loan,9549.77,8.48,Closed,2023-02-01,False
6003697,116463,Consumer Credit,7041.06,12.86,Active,2023-11-06,False
6003698,114515,Consumer Credit,12872.01,11.61,Active,2023-10-19,False
6003699,106127,Overdraft Credit,8350.7,11.81,Active,2022-09-13,False
6003700,123826,Overdraft Credit,61747.64,5.45,Active,2023-05-08,False
6003701,106331,SMB Loan,4460.67,14.11,Closed,2024-08-09,False
6003702,110214,SMB Loan,14015.48,15.22,Active,2023-02-26,False
6003703,100872,Personal Loan,1903.51,9.18,Closed,2024-04-03,False
6003704,122175,Overdraft Credit,31512.68,5.65,Defaulted,2024-03-17,True
6003705,111851,Consumer Credit,32510.96,7.8,Closed,2024-06-06,False
6003706,105451,Personal Loan,7974.89,10.13,Closed,2022-10-21,False
6003707,113176,Personal Loan,4194.97,4.85,Active,2024-08-19,False
6003708,117978,Personal Loan,12531.58,12.47,Closed,2022-08-07,False
6003709,111079,Personal Loan,40207.4,6.16,Active,2022-07-20,False
6003710,126745,Overdraft Credit,11809.3,15.56,Active,2024-07-21,False
6003711,101669,Consumer Credit,9335.3,14.52,Active,2024-02-20,False
6003712,121032,Personal Loan,33039.59,12.24,Active,2023-06-21,False
6003713,118965,Personal Loan,17383.63,15.5,Active,2024-07-25,False
6003714,101436,Personal Loan,23235.32,8.56,Active,2024-07-11,False
6003715,129108,Consumer Credit,11410.38,5.82,Closed,2023-05-10,False
6003716,122037,Personal Loan,13464.64,13.33,Active,2023-07-13,False
6003717,121473,Personal Loan,10063.21,14.03,Active,2024-06-17,False
6003718,126545,Overdraft Credit,9735.14,15.63,Closed,2022-07-05,False
6003719,120750,Personal Loan,5408.06,11.09,Closed,2024-08-11,False
6003720,100773,Consumer Credit,9333.9,10.66,Active,2023-06-27,False
6003721,119427,Personal Loan,6501.98,5.64,Closed,2022-12-24,False
6003722,127998,SMB Loan,14892.41,13.71,Closed,2022-08-13,False
6003723,108379,SMB Loan,6137.32,9.61,Active,2024-01-01,False
6003724,118885,SMB Loan,7279.88,16.16,Active,2023-11-25,False
6003725,124752,Personal Loan,13266.54,12.95,Active,2022-07-07,False
6003726,110483,SMB Loan,7113.96,9.05,Active,2023-06-23,False
6003727,107783,Overdraft Credit,35804.83,7.89,Active,2023-07-21,False
6003728,115658,Consumer Credit,9859.17,8.75,Closed,2022-07-07,False
6003729,121360,Personal Loan,7997.35,13.6,Active,2023-12-31,False
6003730,125939,Overdraft Credit,11071.32,14.79,Active,2022-06-05,False
6003731,105418,Personal Loan,2626.16,9.93,Active,2022-11-12,False
6003732,123364,Consumer Credit,22101.04,9.58,Active,2022-10-29,False
6003733,115541,Consumer Credit,12985.24,13.61,Active,2024-07-31,False
6003734,111196,Personal Loan,14521.67,6.13,Active,2022-08-08,False
6003735,125549,Consumer Credit,10819.32,13.94,Closed,2024-02-13,False
6003736,112445,Personal Loan,1156.07,9.24,Active,2024-01-22,False
6003737,115278,Personal Loan,14537.13,6.82,Closed,2023-06-19,False
6003738,115847,Personal Loan,7519.39,15.85,Closed,2023-10-02,False
6003739,126986,Personal Loan,9483.5,8.9,Closed,2023-10-31,False
6003740,103362,Consumer Credit,15417.25,6.67,Active,2022-09-14,False
6003741,118556,Personal Loan,30770.54,5.32,Active,2024-03-14,False
6003742,105711,Consumer Credit,10206.49,7.68,Active,2023-02-07,False
6003743,900397,Consumer Credit,8468.19,14.97,Defaulted,2023-06-23,True
6003744,108696,Personal Loan,58738.56,5.87,Active,2024-08-04,False
6003745,125689,SMB Loan,6027.88,13.99,Closed,2023-03-16,False
6003746,125109,SMB Loan,2046.55,13.07,Active,2024-03-27,False
6003747,116775,Overdraft Credit,4372.11,15.48,Active,2023-02-07,False
6003748,110742,Consumer Credit,15334.92,7.28,Active,2023-05-08,False
6003749,102160,Personal Loan,6651.93,10.95,Active,2023-02-07,False
6003750,112169,Personal Loan,17637.87,8.07,Closed,2022-08-31,False
6003751,128235,Personal Loan,5576.52,8.92,Closed,2024-09-30,False
6003752,126371,Personal Loan,6349.4,7.35,Active,2022-06-07,False
6003753,118132,Personal Loan,39273.56,11.19,Closed,2023-02-14,False
6003754,106865,SMB Loan,7223.59,15.95,Active,2022-10-07,False
6003755,127867,Consumer Credit,2920.49,12.83,Active,2024-02-03,False
6003756,101236,SMB Loan,3857.57,16.21,Active,2024-05-15,False
6003757,115753,Consumer Credit,3846.19,7.02,Closed,2023-11-18,False
6003758,127995,SMB Loan,15742.67,4.73,Active,2024-08-20,False
6003759,100657,Consumer Credit,11685.38,8.5,Active,2024-08-15,False
6003760,125559,SMB Loan,3352.03,14.47,Active,2023-11-09,False
6003761,123623,Personal Loan,29986.97,7.16,Active,2023-06-01,False
6003762,121994,Overdraft Credit,35653.89,5.58,Active,2024-03-01,False
6003763,126218,Consumer Credit,6480.22,9.22,Active,2022-07-01,False
6003764,102001,Consumer Credit,9065.12,7.87,Active,2022-10-25,False
6003765,119116,Personal Loan,7489.22,5.46,Closed,2024-09-22,False
6003766,120853,Overdraft Credit,23923.02,15.73,Active,2023-11-14,False
6003767,102173,Consumer Credit,11253.11,7.11,Active,2023-04-05,False
6003768,106081,Overdraft Credit,9006.69,10.72,Active,2024-05-26,False
6003769,100339,Personal Loan,34444.96,10.68,Active,2024-07-28,False
6003770,112010,SMB Loan,3769.89,10.34,Active,2022-12-03,False
6003771,127465,Overdraft Credit,95739.68,12.07,Active,2024-09-19,False
6003772,104569,Personal Loan,16206.98,5.71,Active,2024-06-02,False
6003773,122396,Overdraft Credit,12669.63,16.25,Active,2024-09-07,False
6003774,129659,Personal Loan,3316.77,16.01,Active,2022-09-22,False
6003775,123860,Personal Loan,27443.9,15.73,Active,2024-03-30,False
6003776,100559,Personal Loan,11229.45,10.4,Active,2024-03-06,False
6003777,117360,SMB Loan,28508.17,13.35,Closed,2023-08-18,False
6003778,112739,Consumer Credit,15307.17,11.7,Active,2024-09-06,False
6003779,121628,Personal Loan,34071.64,15.36,Active,2023-06-10,False
6003780,117405,Consumer Credit,15717.9,8.65,Closed,2022-12-01,False
6003781,102073,Consumer Credit,6447.88,8.25,Active,2024-08-06,False
6003782,123973,SMB Loan,19183.78,5.64,Defaulted,2024-06-06,True
6003783,112880,Consumer Credit,26274.57,5.2,Active,2024-04-09,False
6003784,110428,Personal Loan,5414.58,10.67,Closed,2023-09-16,False
6003785,109717,Overdraft Credit,17978.74,4.63,Active,2023-10-27,False
6003786,124668,Personal Loan,9821.59,11.91,Active,2022-10-08,False
6003787,124195,Consumer Credit,19500.58,14.55,Active,2023-09-01,False
6003788,113865,Consumer Credit,23632.2,12.7,Active,2023-10-15,False
6003789,108328,Consumer Credit,6568.48,9.3,Active,2023-07-14,False
6003790,121446,Personal Loan,31995.11,13.31,Closed,2023-06-08,False
6003791,103957,Personal Loan,12549.93,12.25,Active,2024-03-28,False
6003792,900035,Overdraft Credit,11235.11,12.24,Closed,2023-04-17,False
6003793,108116,Consumer Credit,3953.63,6.02,Active,2023-09-25,False
6003794,110164,Personal Loan,6064.96,13.11,Closed,2024-05-15,False
6003795,100518,Consumer Credit,14167.48,11.67,Active,2023-02-04,False
6003796,126554,Personal Loan,27889.12,10.11,Closed,2022-09-18,False
6003797,101390,Overdraft Credit,3561.06,6.48,Active,2022-06-29,False
6003798,104327,Overdraft Credit,5058.19,13.94,Closed,2024-04-17,False
6003799,112605,Overdraft Credit,16494.48,9.74,Defaulted,2022-11-17,True
6003800,110892,SMB Loan,13570.66,14.3,Active,2022-12-25,False
6003801,116622,SMB Loan,8984.56,7.28,Active,2023-11-13,False
6003802,129864,Overdraft Credit,15022.45,13.75,Active,2023-03-28,False
6003803,126376,SMB Loan,5607.28,13.73,Active,2024-05-04,False
6003804,127825,Consumer Credit,13546.93,12.83,Closed,2023-08-24,False
6003805,120240,Personal Loan,13594.95,12.39,Active,2022-08-15,False
6003806,129850,Personal Loan,19959.09,12.2,Closed,2023-06-12,False
