flag_id,transaction_id,customer_id,flag_reason,risk_score,investigation_status
9003495,4231949,126377,Failed/reversed activity,90.4,Open
9003496,4149974,101140,Unusual amount,91.9,Cleared
9003497,4065352,120546,Unusual amount,86.4,Confirmed Fraud
9003498,4074198,100416,Unusual amount,61.3,Confirmed Fraud
9003499,4051284,108370,High-risk merchant,56.9,Open
9003500,4166567,101534,Late-night transaction,81.2,Open
9003501,4041935,116965,Failed/reversed activity,75.9,Cleared
9003502,4005705,125759,Late-night transaction,81.1,Cleared
9003503,4132119,103101,Late-night transaction,69.7,Escalated
9003504,4168776,114523,High-risk merchant,67.6,Open
9003505,4110604,109418,Late-night transaction,57.8,Open
9003506,4212164,107501,Late-night transaction,66.3,Open
9003507,4112706,109221,Failed/reversed activity,88.0,Open
9003508,4178925,122647,Late-night transaction,95.0,Cleared
9003509,4098914,115088,Failed/reversed activity,98.5,Cleared
9003510,4053493,104731,Unusual amount,72.2,Confirmed Fraud
9003511,4013665,122434,High-risk merchant,79.3,Open
9003512,4140219,121636,High-risk merchant,88.7,Open
9003513,4017554,120000,High-risk merchant,90.9,Cleared
9003514,4227326,110318,Late-night transaction,76.2,Cleared
9003515,4002588,900001,Unusual amount,93.3,Cleared
9003516,4151418,101518,Late-night transaction,63.3,Cleared
9003517,4208194,108668,High-risk merchant,72.3,Cleared
9003518,4109472,128154,High-risk merchant,68.4,Cleared
9003519,4139213,119410,High-risk merchant,61.1,Open
9003520,4223302,121774,High-risk merchant,92.7,Cleared
9003521,4203933,104001,High-risk merchant,85.2,Open
9003522,4135594,119039,Unusual amount,56.6,Open
9003523,4058099,109043,High-risk merchant,64.3,Open
9003524,4054635,113253,Unusual amount,93.4,Escalated
9003525,4184713,108823,Unusual amount,80.9,Escalated
9003526,4216667,119525,Unusual amount,98.5,Escalated
9003527,4239841,105868,Late-night transaction,63.1,Open
9003528,4131889,102301,High-risk merchant,71.4,Cleared
9003529,4152211,106972,Unusual amount,57.9,Cleared
9003530,4236677,124256,High-risk merchant,96.5,Open
9003531,4213636,103428,Late-night transaction,87.6,Confirmed Fraud
9003532,4177789,116031,Failed/reversed activity,67.8,Cleared
9003533,4194793,115427,Failed/reversed activity,73.7,Cleared
9003534,4051204,114929,Failed/reversed activity,76.2,Confirmed Fraud
9003535,4180266,109095,Unusual amount,98.4,Confirmed Fraud
9003536,4123758,109246,Failed/reversed activity,97.7,Cleared
9003537,4191956,121111,High-risk merchant,69.4,Open
9003538,4214399,112715,Late-night transaction,72.3,Cleared
9003539,4133721,101289,High-risk merchant,83.3,Confirmed Fraud
9003540,4239839,119767,Unusual amount,94.2,Open
9003541,4154324,127284,High-risk merchant,67.0,Escalated
9003542,4189597,118219,Failed/reversed activity,58.7,Cleared
9003543,4151225,102319,Late-night transaction,92.4,Open
9003544,4108691,113577,Late-night transaction,77.4,Cleared
9003545,4225760,108404,Failed/reversed activity,81.9,Confirmed Fraud
9003546,4053502,122071,Failed/reversed activity,64.1,Open
9003547,4113414,125483,High-risk merchant,78.6,Open
9003548,4026081,118181,High-risk merchant,92.3,Cleared
9003549,4008261,111452,Failed/reversed activity,65.0,Cleared
9003550,4228673,102036,Late-night transaction,92.5,Open
9003551,4195577,104750,Failed/reversed activity,92.5,Escalated
9003552,4110733,128010,Late-night transaction,59.3,Confirmed Fraud
9003553,4142464,103113,High-risk merchant,78.3,Cleared
9003554,4199669,124537,Unusual amount,76.5,Cleared
9003555,4015110,109074,Failed/reversed activity,63.1,Open
9003556,4140198,127474,Late-night transaction,65.0,Confirmed Fraud
9003557,4234454,110059,Late-night transaction,58.5,Cleared
9003558,4153333,112121,Failed/reversed activity,90.9,Confirmed Fraud
9003559,4048046,115582,Unusual amount,93.7,Cleared
9003560,4164431,119537,High-risk merchant,75.6,Cleared
9003561,4041497,107520,High-risk merchant,92.2,Cleared
9003562,4176257,106082,Unusual amount,86.7,Open
9003563,4072878,126055,Late-night transaction,74.0,Open
9003564,4111280,102836,Unusual amount,73.4,Open
9003565,4103004,127429,Late-night transaction,79.4,Escalated
9003566,4071290,109408,High-risk merchant,77.2,Cleared
9003567,4149460,101040,Late-night transaction,59.9,Confirmed Fraud
9003568,4143819,113785,Unusual amount,61.2,Cleared
9003569,4239443,122883,Late-night transaction,90.6,Escalated
9003570,4215438,109588,Late-night transaction,75.1,Escalated
9003571,4019997,111822,High-risk merchant,91.6,Cleared
9003572,4165997,122409,Failed/reversed activity,62.8,Open
9003573,4109257,128306,High-risk merchant,98.7,Confirmed Fraud
9003574,4194418,123341,Failed/reversed activity,65.7,Open
9003575,4069249,103379,Late-night transaction,57.3,Open
9003576,4084509,123330,Late-night transaction,98.7,Cleared
9003577,4213232,120356,Late-night transaction,80.1,Cleared
9003578,4025778,114470,Late-night transaction,60.0,Cleared
9003579,4238190,129634,Failed/reversed activity,78.9,Confirmed Fraud
9003580,4056692,127221,Late-night transaction,87.1,Cleared
9003581,4122430,122286,High-risk merchant,83.7,Cleared
9003582,4083780,120211,Unusual amount,64.1,Confirmed Fraud
9003583,4182263,115065,High-risk merchant,66.6,Cleared
9003584,4064465,117925,Late-night transaction,94.4,Open
9003585,4166472,129624,Unusual amount,91.9,Open
9003586,4152212,110916,High-risk merchant,72.6,Cleared
9003587,4159370,123464,Unusual amount,65.5,Open
9003588,4184134,120102,Failed/reversed activity,65.1,Open
9003589,4049455,129372,Failed/reversed activity,67.2,Cleared
9003590,4067462,122272,Failed/reversed activity,94.5,Cleared
9003591,4217031,104005,Failed/reversed activity,78.2,Cleared
9003592,4065535,119135,Late-night transaction,83.2,Cleared
9003593,4146374,127025,Unusual amount,77.2,Cleared
9003594,4085410,112650,High-risk merchant,66.0,Cleared
9003595,4169260,114056,High-risk merchant,74.4,Cleared
9003596,4129462,109908,Failed/reversed activity,98.2,Confirmed Fraud
9003597,4069388,118607,Failed/reversed activity,97.5,Cleared
9003598,4182671,114174,Failed/reversed activity,80.7,Open
9003599,4053148,119804,Unusual amount,98.1,Cleared
9003600,4039105,107669,Failed/reversed activity,76.1,Cleared
9003601,4206641,122425,Late-night transaction,68.9,Cleared
9003602,4176120,103269,Unusual amount,68.9,Open
9003603,4059397,127573,Late-night transaction,61.6,Open
9003604,4017501,126820,Late-night transaction,70.4,Cleared
9003605,4094298,116281,High-risk merchant,57.2,Escalated
9003606,4106606,126012,High-risk merchant,68.7,Cleared
9003607,4092371,123241,Late-night transaction,85.7,Open
9003608,4141030,128263,Late-night transaction,60.6,Cleared
9003609,4211096,127100,Late-night transaction,76.8,Cleared
9003610,4050594,110616,Failed/reversed activity,89.2,Cleared
9003611,4106949,107595,High-risk merchant,57.7,Cleared
9003612,4043786,113924,High-risk merchant,88.1,Cleared
9003613,4003391,104853,Failed/reversed activity,86.8,Cleared
9003614,4032734,108046,Failed/reversed activity,62.9,Confirmed Fraud
9003615,4131048,122094,Unusual amount,89.4,Cleared
9003616,4190044,117433,Late-night transaction,56.4,Escalated
9003617,4220411,114111,Unusual amount,88.4,Cleared
9003618,4234506,110514,Unusual amount,84.3,Cleared
9003619,4232327,109052,Unusual amount,73.7,Cleared
9003620,4150029,117096,High-risk merchant,66.2,Confirmed Fraud
9003621,4171538,103282,Late-night transaction,71.5,Cleared
9003622,4207003,115410,Late-night transaction,72.5,Escalated
9003623,4055313,114106,Unusual amount,73.3,Cleared
9003624,4086588,122590,Late-night transaction,66.0,Open
9003625,4018196,114624,High-risk merchant,56.7,Open
9003626,4006174,110247,Failed/reversed activity,93.2,Escalated
9003627,4150819,104184,Unusual amount,89.0,Cleared
9003628,4074811,107810,Late-night transaction,87.5,Cleared
9003629,4048686,101142,Late-night transaction,63.4,Cleared
9003630,4049374,102223,Unusual amount,91.4,Cleared
9003631,4203406,111643,Unusual amount,81.2,Open
9003632,4237246,110078,High-risk merchant,89.7,Open
9003633,4021125,101433,High-risk merchant,88.4,Open
9003634,4021900,104750,High-risk merchant,70.0,Open
9003635,4217597,110132,Failed/reversed activity,65.5,Confirmed Fraud
9003636,4107090,129154,Late-night transaction,84.7,Open
9003637,4144752,129056,Failed/reversed activity,56.6,Confirmed Fraud
9003638,4072366,109669,Failed/reversed activity,81.8,Cleared
9003639,4073850,121090,High-risk merchant,73.7,Confirmed Fraud
9003640,4107649,100178,Late-night transaction,55.5,Confirmed Fraud
9003641,4051402,100465,Unusual amount,91.2,Cleared
9003642,4042322,110779,Late-night transaction,76.4,Cleared
9003643,4097874,105706,Late-night transaction,64.9,Cleared
9003644,4088469,102992,High-risk merchant,86.7,Confirmed Fraud
9003645,4030214,123160,Unusual amount,71.8,Open
9003646,4185235,121568,Unusual amount,58.7,Confirmed Fraud
9003647,4046767,122840,Failed/reversed activity,59.7,Open
9003648,4166802,120374,Failed/reversed activity,57.6,Confirmed Fraud
9003649,4173848,129664,High-risk merchant,62.5,Escalated
9003650,4140797,107409,Late-night transaction,66.2,Confirmed Fraud
9003651,4117921,127443,High-risk merchant,94.0,Cleared
9003652,4238993,118034,Late-night transaction,91.1,Escalated
9003653,4163131,110973,Late-night transaction,87.6,Open
9003654,4175851,102268,Unusual amount,93.8,Cleared
9003655,4152118,124899,Late-night transaction,57.6,Open
9003656,4137201,120855,Failed/reversed activity,76.4,Cleared
9003657,4220216,116423,Failed/reversed activity,58.7,Escalated
9003658,4149698,123344,Unusual amount,79.6,Confirmed Fraud
9003659,4023988,900332,Failed/reversed activity,71.8,Cleared
9003660,4035140,115727,High-risk merchant,86.7,Cleared
9003661,4106962,100117,Late-night transaction,76.4,Open
9003662,4101701,109654,Unusual amount,74.9,Cleared
9003663,4075044,108537,Unusual amount,86.8,Cleared
9003664,4072780,102172,Failed/reversed activity,64.9,Cleared
9003665,4078712,121794,Unusual amount,65.6,Open
9003666,4026564,112118,Late-night transaction,76.1,Cleared
9003667,4011103,119556,High-risk merchant,95.6,Cleared
9003668,4205561,112096,Failed/reversed activity,57.4,Cleared
9003669,4040010,106070,Late-night transaction,77.2,Cleared
9003670,4197859,117051,Late-night transaction,83.1,Escalated
9003671,4137814,107122,Late-night transaction,98.4,Cleared
9003672,4054808,102083,Late-night transaction,93.3,Cleared
9003673,4111789,105763,High-risk merchant,82.3,Escalated
9003674,4043794,110349,Failed/reversed activity,89.3,Cleared
9003675,4213216,125984,Late-night transaction,77.0,Open
9003676,4074953,121786,Unusual amount,71.6,Confirmed Fraud
9003677,4044113,105575,Late-night transaction,63.7,Cleared
9003678,4054439,128494,High-risk merchant,86.2,Cleared
9003679,4142956,110513,High-risk merchant,62.7,Confirmed Fraud
9003680,4144476,100275,Unusual amount,58.8,Confirmed Fraud
9003681,4125208,111370,Failed/reversed activity,59.2,Cleared
9003682,4148807,126679,High-risk merchant,68.7,Open
9003683,4115902,112673,High-risk merchant,70.0,Confirmed Fraud
9003684,4231029,111532,Unusual amount,58.2,Cleared
9003685,4213339,118730,Unusual amount,82.4,Confirmed Fraud
9003686,4187610,103779,Late-night transaction,73.8,Open
9003687,4012811,121749,High-risk merchant,60.3,Open
9003688,4020016,110641,High-risk merchant,76.6,Open
9003689,4062769,127868,Unusual amount,91.8,Cleared
9003690,4220664,121616,Unusual amount,75.0,Cleared
9003691,4155547,100811,Late-night transaction,68.6,Cleared
9003692,4038084,127089,Failed/reversed activity,69.8,Cleared
9003693,4224136,115877,Failed/reversed activity,66.0,Escalated
9003694,4017896,107236,Late-night transaction,60.0,Cleared
9003695,4077672,110282,Late-night transaction,87.5,Escalated
9003696,4078024,112270,Late-night transaction,94.5,Cleared
9003697,4028220,114471,Unusual amount,84.0,Confirmed Fraud
9003698,4143446,128915,Failed/reversed activity,95.7,Cleared
9003699,4217851,127659,Failed/reversed activity,57.8,Escalated
9003700,4179693,100667,Late-night transaction,87.8,Escalated
9003701,4216909,114475,High-risk merchant,64.3,Open
9003702,4171848,129302,High-risk merchant,80.4,Open
9003703,4027259,121419,Late-night transaction,60.9,Cleared
9003704,4092494,121210,Failed/reversed activity,59.9,Open
9003705,4060961,107845,High-risk merchant,61.6,Escalated
9003706,4180649,106610,Failed/reversed activity,72.1,Open
9003707,4110761,118715,Late-night transaction,89.0,Escalated
9003708,4008300,125514,Unusual amount,81.7,Cleared
9003709,4085078,113520,Late-night transaction,71.8,Confirmed Fraud
9003710,4045004,109320,Late-night transaction,57.7,Cleared
9003711,4039858,110470,Unusual amount,66.5,Open
9003712,4069599,108031,Failed/reversed activity,82.3,Cleared
9003713,4100479,104344,High-risk merchant,95.8,Escalated
9003714,4009312,108317,High-risk merchant,86.7,Cleared
9003715,4226897,107578,Late-night transaction,75.1,Open
9003716,4237969,122268,Unusual amount,68.7,Cleared
9003717,4124635,108935,Failed/reversed activity,90.6,Open
9003718,4190067,128680,Late-night transaction,96.1,Open
9003719,4144621,113750,Late-night transaction,81.6,Cleared
9003720,4052489,112307,Failed/reversed activity,74.7,Open
9003721,4079824,110946,Unusual amount,70.6,Open
9003722,4075913,120180,Unusual amount,64.9,Cleared
9003723,4168674,105960,Failed/reversed activity,98.7,Cleared
9003724,4050791,112286,Failed/reversed activity,83.1,Cleared
9003725,4101126,900461,Late-night transaction,94.1,Confirmed Fraud
9003726,4024514,104556,Late-night transaction,60.2,Cleared
9003727,4200221,110654,Late-night transaction,60.4,Cleared
9003728,4075884,124748,Late-night transaction,85.4,Cleared
9003729,4227721,105474,High-risk merchant,56.2,Confirmed Fraud
9003730,4220683,108480,Late-night transaction,90.4,Open
9003731,4041473,105059,Late-night transaction,87.0,Open
9003732,4146344,123356,Unusual amount,64.0,Open
9003733,4183183,113924,Unusual amount,87.4,Escalated
9003734,4084501,100303,Failed/reversed activity,87.8,Cleared
9003735,4020154,127079,High-risk merchant,88.8,Open
9003736,4182352,122157,Unusual amount,60.7,Escalated
9003737,4214337,102414,Failed/reversed activity,63.8,Cleared
9003738,4067070,125804,Failed/reversed activity,72.4,Cleared
9003739,4051104,114944,Unusual amount,63.0,Cleared
9003740,4001456,122634,High-risk merchant,57.0,Open
9003741,4161161,113108,Late-night transaction,61.1,Cleared
9003742,4070926,125051,Late-night transaction,85.6,Open
9003743,4195122,123373,Late-night transaction,76.2,Cleared
9003744,4056449,113951,High-risk merchant,79.4,Confirmed Fraud
9003745,4075666,105262,Failed/reversed activity,71.3,Cleared
9003746,4121614,120688,High-risk merchant,81.3,Cleared
9003747,4205773,104633,Late-night transaction,75.8,Open
9003748,4053392,109826,Unusual amount,89.2,Cleared
9003749,4061033,102765,Failed/reversed activity,81.9,Open
9003750,4020953,123849,High-risk merchant,73.6,Cleared
9003751,4170583,124103,Late-night transaction,58.8,Confirmed Fraud
9003752,4211060,100798,Late-night transaction,94.2,Open
9003753,4079787,121270,High-risk merchant,92.0,Cleared
9003754,4064818,108514,Late-night transaction,65.3,Escalated
9003755,4006553,102171,Unusual amount,93.7,Open
9003756,4237800,115568,Failed/reversed activity,68.3,Cleared
9003757,4136956,115028,Unusual amount,57.2,Cleared
9003758,4093626,107518,Late-night transaction,68.9,Escalated
9003759,4049333,100662,Unusual amount,91.4,Open
9003760,4040177,127501,Unusual amount,85.1,Escalated
9003761,4065616,120917,Failed/reversed activity,75.9,Cleared
9003762,4062529,120028,Failed/reversed activity,57.4,Open
9003763,4154878,112844,High-risk merchant,58.5,Cleared
9003764,4209180,112077,Late-night transaction,88.1,Open
9003765,4205627,128945,High-risk merchant,88.1,Open
9003766,4193304,117394,Failed/reversed activity,83.6,Cleared
9003767,4012717,119785,High-risk merchant,79.2,Confirmed Fraud
9003768,4101230,102855,High-risk merchant,67.3,Open
9003769,4008671,112051,Unusual amount,77.7,Cleared
9003770,4139296,126474,High-risk merchant,60.8,Cleared
9003771,4169982,117762,Late-night transaction,69.4,Cleared
9003772,4161178,116487,Unusual amount,81.0,Open
9003773,4197755,120592,Failed/reversed activity,92.9,Cleared
9003774,4168733,117260,Unusual amount,71.3,Confirmed Fraud
9003775,4212126,125813,High-risk merchant,79.0,Confirmed Fraud
9003776,4013425,900473,Unusual amount,78.9,Cleared
9003777,4147421,105239,Late-night transaction,80.6,Confirmed Fraud
9003778,4032705,109061,Unusual amount,67.0,Cleared
9003779,4051909,109245,Unusual amount,55.8,Open
9003780,4020624,102746,High-risk merchant,80.8,Cleared
9003781,4087612,107224,Unusual amount,79.7,Cleared
9003782,4197130,112489,Failed/reversed activity,79.6,Confirmed Fraud
9003783,4161453,102717,Unusual amount,77.1,Confirmed Fraud
9003784,4158135,112222,Failed/reversed activity,81.0,Open
9003785,4001847,129009,Failed/reversed activity,96.3,Open
9003786,4231786,105286,Late-night transaction,62.1,Confirmed Fraud
9003787,4078369,113943,Failed/reversed activity,88.0,Escalated
9003788,4038463,105000,Unusual amount,58.0,Cleared
9003789,4163462,105931,Failed/reversed activity,72.4,Cleared
9003790,4002293,104592,Failed/reversed activity,84.8,Escalated
9003791,4016557,120528,High-risk merchant,73.8,Cleared
9003792,4181168,109736,High-risk merchant,57.2,Cleared
9003793,4038010,101960,Failed/reversed activity,78.5,Open
9003794,4032216,121254,High-risk merchant,98.2,Cleared
9003795,4025290,100402,High-risk merchant,56.4,Open
9003796,4089895,119381,Failed/reversed activity,71.9,Cleared
9003797,4086811,129534,Unusual amount,85.5,Open
9003798,4081295,105469,Late-night transaction,67.9,Escalated
9003799,4230815,106565,High-risk merchant,58.3,Confirmed Fraud
9003800,4110764,101872,High-risk merchant,84.6,Confirmed Fraud
9003801,4024790,125618,Late-night transaction,81.9,Cleared
9003802,4212797,127559,Failed/reversed activity,55.5,Escalated
9003803,4065831,126183,Failed/reversed activity,90.9,Confirmed Fraud
9003804,4120956,113956,Late-night transaction,69.0,Cleared
9003805,4045943,119169,Unusual amount,71.3,Escalated
9003806,4174379,104118,Late-night transaction,78.7,Cleared
9003807,4016831,114589,Late-night transaction,67.3,Open
9003808,4162548,121799,High-risk merchant,79.3,Cleared
9003809,4141578,126450,Unusual amount,87.8,Cleared
9003810,4193748,113197,Failed/reversed activity,95.2,Cleared
9003811,4193374,102611,High-risk merchant,97.4,Cleared
9003812,4181491,129890,Unusual amount,89.8,Open
9003813,4081001,110731,High-risk merchant,76.7,Cleared
9003814,4136567,102403,Failed/reversed activity,65.8,Confirmed Fraud
9003815,4113775,111967,Late-night transaction,75.1,Confirmed Fraud
9003816,4086527,122084,Unusual amount,85.8,Open
9003817,4149841,120582,High-risk merchant,79.3,Cleared
9003818,4023830,102516,High-risk merchant,67.7,Cleared
9003819,4225454,105274,Late-night transaction,98.8,Cleared
9003820,4192640,100022,High-risk merchant,80.8,Cleared
9003821,4199990,103288,Unusual amount,76.5,Cleared
9003822,4099309,118867,High-risk merchant,94.6,Confirmed Fraud
9003823,4112906,107649,Failed/reversed activity,65.6,Cleared
9003824,4173835,121887,Unusual amount,83.3,Open
9003825,4008106,112053,High-risk merchant,87.6,Cleared
9003826,4197772,128243,Failed/reversed activity,63.9,Confirmed Fraud
9003827,4233277,118956,Unusual amount,71.5,Confirmed Fraud
9003828,4029368,128170,Unusual amount,88.6,Open
9003829,4103934,106565,Failed/reversed activity,78.8,Cleared
9003830,4081991,106950,Late-night transaction,57.2,Cleared
9003831,4181179,113108,Unusual amount,95.9,Open
9003832,4031206,112958,High-risk merchant,86.3,Cleared
9003833,4194198,114607,Late-night transaction,73.7,Escalated
9003834,4121777,127291,High-risk merchant,79.5,Cleared
9003835,4022855,111962,Late-night transaction,81.3,Open
9003836,4211724,106507,Failed/reversed activity,64.0,Open
9003837,4161750,104646,Late-night transaction,65.5,Cleared
9003838,4140889,120865,Late-night transaction,69.6,Confirmed Fraud
9003839,4101539,900003,Late-night transaction,71.6,Open
9003840,4011265,100290,Unusual amount,88.9,Open
9003841,4236233,109117,Unusual amount,60.3,Open
9003842,4047411,112545,Late-night transaction,83.2,Confirmed Fraud
9003843,4193255,113108,Late-night transaction,75.9,Confirmed Fraud
9003844,4089058,122901,Late-night transaction,92.9,Escalated
9003845,4018024,109740,High-risk merchant,92.4,Confirmed Fraud
9003846,4056715,116924,Failed/reversed activity,58.3,Open
9003847,4145136,114723,Failed/reversed activity,58.3,Cleared
9003848,4085784,129415,Late-night transaction,97.6,Open
9003849,4145093,112551,Late-night transaction,70.5,Confirmed Fraud
9003850,4125573,128848,Late-night transaction,94.6,Open
9003851,4208158,111041,Failed/reversed activity,95.0,Open
9003852,4141845,105597,Late-night transaction,56.8,Confirmed Fraud
9003853,4212891,120728,Unusual amount,83.5,Open
9003854,4188945,119875,Late-night transaction,84.8,Cleared
9003855,4020808,101287,Unusual amount,89.5,Open
9003856,4086498,122099,Failed/reversed activity,67.3,Cleared
9003857,4113419,117865,High-risk merchant,58.8,Cleared
9003858,4239579,110298,Unusual amount,88.1,Escalated
9003859,4154318,102065,Unusual amount,61.5,Cleared
9003860,4136945,103578,Late-night transaction,86.5,Escalated
9003861,4118666,129141,Late-night transaction,65.6,Cleared
9003862,4045195,126833,High-risk merchant,63.3,Cleared
9003863,4236354,122509,Unusual amount,91.7,Escalated
9003864,4193331,124211,Unusual amount,64.9,Confirmed Fraud
9003865,4134872,119473,High-risk merchant,93.7,Cleared
9003866,4213085,118444,High-risk merchant,59.9,Cleared
9003867,4178953,115109,Late-night transaction,60.9,Confirmed Fraud
9003868,4215944,120550,Late-night transaction,58.6,Open
9003869,4095124,127226,Failed/reversed activity,69.3,Cleared
9003870,4183525,114208,Unusual amount,56.2,Cleared
9003871,4013429,110008,Late-night transaction,59.9,Cleared
9003872,4233820,123522,Failed/reversed activity,86.6,Open
9003873,4004152,106608,Late-night transaction,97.1,Open
9003874,4149959,100357,Late-night transaction,61.6,Open
9003875,4013270,110985,High-risk merchant,94.4,Cleared
9003876,4138907,121379,Late-night transaction,70.6,Cleared
9003877,4117559,107028,Failed/reversed activity,72.5,Open
9003878,4042944,114434,Late-night transaction,82.5,Confirmed Fraud
9003879,4119018,100515,Late-night transaction,64.2,Escalated
9003880,4122457,111852,Failed/reversed activity,97.2,Cleared
9003881,4175999,117781,Unusual amount,67.5,Cleared
9003882,4133824,127723,Failed/reversed activity,66.3,Cleared
9003883,4150080,119735,Unusual amount,95.9,Cleared
9003884,4236446,129310,Failed/reversed activity,64.3,Open
9003885,4157133,106664,Unusual amount,76.1,Open
9003886,4184215,120970,Unusual amount,91.2,Confirmed Fraud
9003887,4214835,103097,Late-night transaction,73.3,Confirmed Fraud
9003888,4067661,124639,Late-night transaction,86.8,Cleared
9003889,4176754,117659,Failed/reversed activity,68.8,Open
9003890,4139974,108871,Failed/reversed activity,87.9,Escalated
9003891,4186861,117961,Unusual amount,66.0,Cleared
9003892,4238780,120852,Late-night transaction,67.5,Confirmed Fraud
9003893,4091884,110032,High-risk merchant,65.3,Confirmed Fraud
9003894,4115668,128318,High-risk merchant,78.6,Confirmed Fraud
9003895,4074035,900386,Failed/reversed activity,63.0,Escalated
9003896,4004725,100429,High-risk merchant,76.8,Cleared
9003897,4216253,101373,High-risk merchant,55.7,Cleared
9003898,4163947,117285,Failed/reversed activity,96.4,Open
9003899,4236329,123181,Late-night transaction,76.5,Cleared
9003900,4110298,123736,Late-night transaction,72.7,Cleared
9003901,4134638,101959,Failed/reversed activity,56.4,Cleared
9003902,4075138,102942,High-risk merchant,78.3,Escalated
9003903,4020833,127909,High-risk merchant,66.0,Confirmed Fraud
9003904,4031699,120399,Unusual amount,86.7,Cleared
9003905,4204938,127484,Failed/reversed activity,87.5,Open
9003906,4082040,113892,Unusual amount,66.9,Open
9003907,4163938,124168,High-risk merchant,77.1,Open
9003908,4034770,127741,Unusual amount,91.8,Confirmed Fraud
9003909,4211228,103639,Unusual amount,64.0,Confirmed Fraud
9003910,4068211,108136,Late-night transaction,67.3,Open
9003911,4062705,102804,Late-night transaction,56.1,Cleared
9003912,4028924,118212,High-risk merchant,97.0,Cleared
9003913,4049911,121023,Unusual amount,78.0,Cleared
9003914,4027178,106144,Failed/reversed activity,63.0,Cleared
9003915,4174544,122500,Unusual amount,82.7,Open
9003916,4108134,101832,Failed/reversed activity,77.0,Open
9003917,4180330,124742,Unusual amount,91.0,Cleared
9003918,4075757,104595,Late-night transaction,59.5,Confirmed Fraud
9003919,4166790,109893,Failed/reversed activity,61.7,Open
9003920,4237332,109771,Failed/reversed activity,69.9,Escalated
9003921,4020831,118211,High-risk merchant,83.4,Confirmed Fraud
9003922,4239470,114141,Unusual amount,87.2,Escalated
9003923,4076884,107847,High-risk merchant,94.2,Cleared
9003924,4142467,112187,Unusual amount,57.2,Cleared
9003925,4056797,125040,Late-night transaction,66.7,Cleared
9003926,4034564,112922,Failed/reversed activity,67.7,Cleared
9003927,4221692,122697,Late-night transaction,82.3,Cleared
9003928,4055852,108523,Failed/reversed activity,93.1,Open
9003929,4097988,108365,Late-night transaction,68.1,Cleared
9003930,4165472,102870,Late-night transaction,85.2,Cleared
9003931,4203001,115464,Unusual amount,97.9,Cleared
9003932,4123471,102036,Late-night transaction,57.5,Confirmed Fraud
9003933,4072080,126084,High-risk merchant,62.4,Cleared
9003934,4190555,114557,Unusual amount,94.1,Confirmed Fraud
9003935,4099894,900040,Unusual amount,64.3,Cleared
9003936,4164996,105411,Failed/reversed activity,80.0,Cleared
9003937,4002232,129109,Failed/reversed activity,92.6,Cleared
9003938,4071969,124188,Failed/reversed activity,73.7,Open
9003939,4090203,110514,Late-night transaction,71.3,Cleared
9003940,4238070,106202,Late-night transaction,56.8,Confirmed Fraud
9003941,4222517,112134,High-risk merchant,88.8,Open
9003942,4210979,116286,Unusual amount,61.9,Cleared
9003943,4212331,110665,Unusual amount,94.3,Open
9003944,4044854,108441,High-risk merchant,88.7,Confirmed Fraud
9003945,4172849,103695,High-risk merchant,80.7,Cleared
9003946,4128394,125015,High-risk merchant,58.0,Escalated
9003947,4218610,128971,High-risk merchant,55.1,Escalated
9003948,4049669,106880,Late-night transaction,75.1,Escalated
9003949,4112505,128908,High-risk merchant,58.0,Escalated
9003950,4052135,108691,Failed/reversed activity,88.4,Cleared
9003951,4055966,114195,Unusual amount,64.6,Escalated
9003952,4018514,108462,Failed/reversed activity,87.2,Escalated
9003953,4232003,100343,High-risk merchant,66.7,Open
9003954,4038024,114660,High-risk merchant,74.3,Cleared
9003955,4167736,104595,Unusual amount,84.4,Cleared
9003956,4163738,129646,Failed/reversed activity,96.3,Escalated
9003957,4097255,102393,Late-night transaction,97.8,Cleared
9003958,4142896,126846,Late-night transaction,91.4,Cleared
9003959,4164956,123563,High-risk merchant,82.4,Open
9003960,4191081,107903,Unusual amount,80.5,Escalated
9003961,4097116,106948,Failed/reversed activity,85.5,Open
9003962,4103655,121853,Unusual amount,68.5,Cleared
9003963,4216740,117527,Failed/reversed activity,74.3,Confirmed Fraud
9003964,4060048,109532,Failed/reversed activity,83.9,Cleared
9003965,4140909,103434,Late-night transaction,88.6,Cleared
9003966,4146824,124798,Unusual amount,81.8,Open
9003967,4201064,129871,Unusual amount,92.7,Cleared
9003968,4024493,107766,Unusual amount,65.5,Open
9003969,4129811,124415,Unusual amount,73.6,Cleared
9003970,4085075,113016,Failed/reversed activity,97.9,Cleared
9003971,4202011,120095,Late-night transaction,87.7,Confirmed Fraud
9003972,4170224,106981,Failed/reversed activity,73.6,Cleared
9003973,4009178,118853,High-risk merchant,62.6,Open
9003974,4087297,100002,Failed/reversed activity,96.4,Open
9003975,4229612,129903,Unusual amount,95.1,Confirmed Fraud
9003976,4049397,107162,Failed/reversed activity,67.1,Open
9003977,4078999,110128,Failed/reversed activity,61.8,Open
9003978,4180558,104735,Failed/reversed activity,71.7,Escalated
9003979,4072843,105727,Unusual amount,57.5,Cleared
9003980,4165619,115909,Late-night transaction,59.8,Cleared
9003981,4192464,105397,Failed/reversed activity,90.6,Escalated
9003982,4028844,118812,Unusual amount,83.3,Open
9003983,4210229,119896,Failed/reversed activity,93.3,Cleared
