merchant_id,merchant_name,merchant_category,merchant_country,risk_level
6201,Restaurants_1201,Restaurants,France,Low
6202,Groceries_1202,Groceries,Germany,Low
6203,Electronics_1203,Electronics,Sweden,Medium
6204,RESTAURANTS_1204,Restaurants,Ireland,Low
6205,UTILITIES_1205,Utilities,Ireland,Low
6206,Restaurants_1206,Restaurants,Spain,Low
6207,ATM_1207,ATM,Cyprus,Medium
6208,Restaurants 1208,Restaurants,Italy,Low
6209,Health_1209,Health,Italy,Low
6210,Health 1210,Health,Netherlands,Low
6211,Groceries_1211,Groceries,Belgium,Low
6212,RESTAURANTS_1212,Restaurants,France,Low
6213,FASHION_1213,Fashion,Italy,Low
6214,Fashion_1214,Fashion,Belgium,Low
6215,Groceries_1215,Groceries,Malta,Low
6216,RESTAURANTS 1216,Restaurants,Romania,Low
6217,UTILITIES_1217,Utilities,Poland,Low
6218,Groceries_1218,Groceries,Romania,Low
6219,ELECTRONICS_1219,Electronics,Belgium,Medium
6220,Utilities_1220,Utilities,Poland,Low
6221,Utilities_1221,Utilities,Cyprus,Low
6222,Electronics_1222,Electronics,Romania,Medium
6223,Restaurants 1223,Restaurants,Romania,Low
6224,Health_1224,Health,Italy,Low
6225,ATM_1225,ATM,Netherlands,Medium
6226,Insurance_1226,Insurance,Spain,Low
6227,Travel_1227,Travel,Poland,Medium
6228,Fashion_1228,Fashion,Lithuania,Low
6229,Groceries 1229,Groceries,Sweden,Low
6230,Education_1230,Education,Romania,Low
6231,Groceries_1231,Groceries,Germany,Low
6232,Restaurants_1232,Restaurants,Belgium,Low
6233,Utilities_1233,Utilities,Germany,Low
6234,Groceries_1234,Groceries,Cyprus,Low
6235,GROCERIES_1235,Groceries,Italy,Low
6236,Travel_1236,Travel,Malta,Medium
6237,Restaurants_1237,Restaurants,Lithuania,Low
6238,RESTAURANTS_1238,Restaurants,Romania,Low
6239,FASHION_1239,Fashion,Lithuania,Low
6240,Restaurants_1240,Restaurants,Ireland,Low
6241,CryptoServices_1241,Crypto Services,France,High
6242,Utilities_1242,Utilities,Spain,Low
6243,ATM_1243,ATM,Poland,Medium
6244,ATM_1244,ATM,Cyprus,Medium
6245,Fashion_1245,Fashion,Romania,Low
6246,Restaurants_1246,Restaurants,Cyprus,Low
6247,Education_1247,Education,Poland,Low
6248,Insurance_1248,Insurance,Cyprus,Low
6249,Fashion_1249,Fashion,Malta,Low
6250,Fashion 1250,Fashion,Ireland,Low
6251,Education_1251,Education,Poland,Low
6252,Utilities_1252,Utilities,Romania,Low
6253,TRAVEL_1253,Travel,France,Medium
6254,Insurance_1254,Insurance,Sweden,Low
6255,Utilities_1255,Utilities,Malta,Low
6256,Utilities_1256,Utilities,Portugal,Low
6257,Restaurants_1257,Restaurants,Cyprus,Low
6258,Travel_1258,Travel,Germany,Medium
6259,RESTAURANTS_1259,Restaurants,Poland,Low
6260,Fashion_1260,Fashion,Netherlands,Low
6261,Groceries 1261,Groceries,Ireland,Low
6262,Travel 1262,Travel,Cyprus,Medium
6263,Restaurants_1263,Restaurants,Cyprus,Low
6264,Insurance_1264,Insurance,France,Low
6265,ONLINEGAMING_1265,Online Gaming,Italy,High
6266,OnlineGaming_1266,Online Gaming,Poland,High
6267,CryptoServices_1267,Crypto Services,Sweden,High
6268,CryptoServices_1268,Crypto Services,Lithuania,High
6269,Fashion_1269,Fashion,Netherlands,Low
6270,Groceries_1270,Groceries,Portugal,Low
6271,Restaurants_1271,Restaurants,Malta,Low
6272,Restaurants_1272,Restaurants,Belgium,Low
6273,FASHION_1273,Fashion,Ireland,Low
6274,FASHION_1274,Fashion,Cyprus,Low
6275,Insurance_1275,Insurance,Spain,Low
6276,FASHION_1276,Fashion,Lithuania,Low
6277,Utilities_1277,Utilities,Lithuania,Low
6278,FASHION_1278,Fashion,Lithuania,Low
6279,Groceries 1279,Groceries,France,Low
6280,Restaurants 1280,Restaurants,Spain,Low
6281,Health_1281,Health,Portugal,Low
6282,Restaurants_1282,Restaurants,Portugal,Low
6283,Groceries_1283,Groceries,Netherlands,Low
6284,RESTAURANTS_1284,Restaurants,Sweden,Low
6285,Restaurants_1285,Restaurants,Portugal,Low
6286,Utilities_1286,Utilities,Malta,Low
6287,Utilities_1287,Utilities,Portugal,Low
6288,Utilities_1288,Utilities,Belgium,Low
6289,FASHION 1289,Fashion,Belgium,Low
6290,Groceries_1290,Groceries,Portugal,Low
6291,GROCERIES_1291,Groceries,Belgium,Low
6292,Travel_1292,Travel,Belgium,Medium
6293,EDUCATION_1293,Education,Lithuania,Low
6294,Groceries_1294,Groceries,Italy,Low
6295,Groceries_1295,Groceries,Netherlands,Low
6296,GROCERIES 1296,Groceries,Netherlands,Low
6297,OnlineGaming_1297,Online Gaming,Spain,High
6298,INSURANCE_1298,Insurance,Belgium,Low
6299,Travel_1299,Travel,France,Medium
6300,Groceries_1300,Groceries,Poland,Low
6301,ATM_1301,ATM,Germany,Medium
6302,Groceries 1302,Groceries,Belgium,Low
6303,Groceries_1303,Groceries,Romania,Low
6304,Groceries_1304,Groceries,Malta,Low
6305,Health_1305,Health,Netherlands,Low
6306,Fashion_1306,Fashion,Portugal,Low
6307,Restaurants_1307,Restaurants,Netherlands,Low
6308,Fashion_1308,Fashion,Romania,Low
6309,RESTAURANTS_1309,Restaurants,Spain,Low
6310,Electronics_1310,Electronics,Cyprus,Medium
6311,ATM_1311,ATM,Ireland,Medium
6312,Travel_1312,Travel,Belgium,Medium
6313,HEALTH_1313,Health,Malta,Low
6314,Fashion_1314,Fashion,Belgium,Low
6315,Insurance_1315,Insurance,Italy,Low
6316,Utilities 1316,Utilities,Spain,Low
6317,Utilities_1317,Utilities,Netherlands,Low
6318,Groceries_1318,Groceries,Malta,Low
6319,Health_1319,Health,Romania,Low
6320,Travel_1320,Travel,Sweden,Medium
6321,RESTAURANTS_1321,Restaurants,Italy,Low
6322,Health_1322,Health,Lithuania,Low
6323,Health 1323,Health,Germany,Low
6324,Restaurants_1324,Restaurants,Netherlands,Low
6325,HEALTH_1325,Health,Netherlands,Low
6326,Electronics 1326,Electronics,Poland,Medium
6327,Fashion_1327,Fashion,Belgium,Low
6328,Restaurants_1328,Restaurants,Netherlands,Low
6329,ATM_1329,ATM,Netherlands,Medium
6330,Restaurants_1330,Restaurants,Netherlands,Low
6331,ATM_1331,ATM,Spain,Medium
6332,Electronics_1332,Electronics,Sweden,Medium
6333,Fashion_1333,Fashion,Poland,Low
6334,ATM_1334,ATM,Spain,Medium
6335,Education_1335,Education,Netherlands,Low
6336,Groceries_1336,Groceries,France,Low
6337,Restaurants_1337,Restaurants,Germany,Low
6338,RESTAURANTS_1338,Restaurants,Cyprus,Low
6339,Restaurants 1339,Restaurants,Romania,Low
6340,Restaurants_1340,Restaurants,Romania,Low
6341,Fashion 1341,Fashion,France,Low
6342,Utilities_1342,Utilities,Poland,Low
6343,FASHION_1343,Fashion,Romania,Low
6344,Utilities_1344,Utilities,Germany,Low
6345,Travel_1345,Travel,Ireland,Medium
6346,Travel_1346,Travel,Malta,Medium
6347,GROCERIES_1347,Groceries,Portugal,Low
6348,Restaurants_1348,Restaurants,Poland,Low
6349,OnlineGaming_1349,Online Gaming,Ireland,High
6350,Restaurants_1350,Restaurants,France,Low
6351,Fashion_1351,Fashion,Romania,Low
6352,FASHION_1352,Fashion,Lithuania,Low
6353,Restaurants_1353,Restaurants,Spain,Low
6354,Restaurants_1354,Restaurants,Cyprus,Low
6355,Travel_1355,Travel,Cyprus,Medium
6356,Fashion_1356,Fashion,Romania,Low
6357,Electronics_1357,Electronics,Italy,Medium
6358,Electronics_1358,Electronics,Cyprus,Medium
6359,RESTAURANTS 1359,Restaurants,Malta,Low
6360,Fashion_1360,Fashion,Lithuania,Low
6361,Insurance_1361,Insurance,Italy,Low
6362,Restaurants_1362,Restaurants,Lithuania,Low
6363,Fashion_1363,Fashion,Lithuania,Low
6364,GROCERIES_1364,Groceries,Malta,Low
6365,Education_1365,Education,Germany,Low
6366,INSURANCE_1366,Insurance,Sweden,Low
6367,Restaurants 1367,Restaurants,Italy,Low
6368,RESTAURANTS_1368,Restaurants,Germany,Low
6369,GROCERIES_1369,Groceries,Malta,Low
6370,Education_1370,Education,Sweden,Low
6371,CryptoServices_1371,Crypto Services,Spain,High
6372,Restaurants_1372,Restaurants,Sweden,Low
6373,Insurance_1373,Insurance,Malta,Low
6374,Groceries_1374,Groceries,Poland,Low
6375,Restaurants_1375,Restaurants,Ireland,Low
6376,ATM_1376,ATM,Sweden,Medium
6377,CryptoServices_1377,Crypto Services,Italy,High
6378,RESTAURANTS_1378,Restaurants,Lithuania,Low
6379,UTILITIES 1379,Utilities,Spain,Low
6380,Groceries_1380,Groceries,Belgium,Low
6381,Restaurants_1381,Restaurants,Spain,Low
6382,Travel_1382,Travel,Poland,Medium
6383,OnlineGaming_1383,Online Gaming,Sweden,High
6384,ONLINEGAMING 1384,Online Gaming,France,High
6385,Electronics 1385,Electronics,Cyprus,Medium
6386,Restaurants_1386,Restaurants,Romania,Low
6387,Groceries_1387,Groceries,Belgium,Low
6388,Utilities_1388,Utilities,Poland,Low
6389,CryptoServices_1389,Crypto Services,Portugal,High
6390,UTILITIES_1390,Utilities,Poland,Low
6391,Electronics_1391,Electronics,Spain,Medium
6392,Restaurants_1392,Restaurants,Portugal,Low
6393,Health_1393,Health,Romania,Low
6394,Health_1394,Health,Poland,Low
6395,Restaurants_1395,Restaurants,Netherlands,Low
6396,Utilities_1396,Utilities,France,Low
6397,Groceries_1397,Groceries,Sweden,Low
6398,Restaurants 1398,Restaurants,Poland,Low
6399,Health_1399,Health,Germany,Low
6400,ATM_1400,ATM,France,Medium
6401,Groceries_1401,Groceries,Cyprus,Low
6402,Health_1402,Health,Spain,Low
6403,RESTAURANTS_1403,Restaurants,Poland,Low
6404,RESTAURANTS_1404,Restaurants,Cyprus,Low
6405,Fashion_1405,Fashion,Italy,Low
6406,Utilities_1406,Utilities,Netherlands,Low
6407,ELECTRONICS_1407,Electronics,Spain,Medium
6408,Travel_1408,Travel,Malta,Medium
6409,Insurance_1409,Insurance,Ireland,Low
6410,Education_1410,Education,Ireland,Low
6411,GROCERIES_1411,Groceries,Lithuania,Low
6412,Utilities_1412,Utilities,Cyprus,Low
6413,Utilities_1413,Utilities,Netherlands,Low
6414,Groceries_1414,Groceries,Poland,Low
6415,Travel_1415,Travel,Cyprus,Medium
6416,FASHION_1416,Fashion,Portugal,Low
6417,Restaurants_1417,Restaurants,Ireland,Low
6418,Utilities_1418,Utilities,Spain,Low
6419,Utilities 1419,Utilities,Lithuania,Low
6420,ONLINEGAMING 1420,Online Gaming,Portugal,High
6421,Groceries_1421,Groceries,Malta,Low
6422,Health_1422,Health,France,Low
6423,Education_1423,Education,Sweden,Low
6424,Restaurants_1424,Restaurants,Malta,Low
6425,Travel_1425,Travel,Spain,Medium
6426,Insurance_1426,Insurance,Lithuania,Low
6427,Health_1427,Health,France,Low
6428,OnlineGaming_1428,Online Gaming,Sweden,High
6429,Utilities 1429,Utilities,Malta,Low
6430,TRAVEL_1430,Travel,Ireland,Medium
6431,Restaurants_1431,Restaurants,Belgium,Low
6432,Health 1432,Health,Malta,Low
6433,Education_1433,Education,Ireland,Low
6434,Travel_1434,Travel,France,Medium
6435,Groceries_1435,Groceries,Sweden,Low
6436,Restaurants 1436,Restaurants,Sweden,Low
6437,Utilities_1437,Utilities,Poland,Low
6438,Groceries_1438,Groceries,Germany,Low
6439,Education_1439,Education,Romania,Low
6440,Fashion_1440,Fashion,Sweden,Low
6441,Education_1441,Education,Spain,Low
6442,ATM_1442,ATM,Sweden,Medium
6443,INSURANCE_1443,Insurance,Ireland,Low
6444,Electronics_1444,Electronics,Lithuania,Medium
6445,ATM_1445,ATM,Spain,Medium
6446,Groceries_1446,Groceries,Malta,Low
6447,INSURANCE_1447,Insurance,Belgium,Low
6448,Fashion_1448,Fashion,France,Low
6449,Utilities_1449,Utilities,Ireland,Low
6450,Travel_1450,Travel,France,Medium
6451,Restaurants_1451,Restaurants,Italy,Low
6452,Groceries 1452,Groceries,Malta,Low
6453,ATM_1453,ATM,Poland,Medium
6454,ATM_1454,ATM,Malta,Medium
6455,ATM_1455,ATM,Portugal,Medium
6456,ATM_1456,ATM,France,Medium
6457,Groceries_1457,Groceries,France,Low
6458,Restaurants_1458,Restaurants,Netherlands,Low
6459,OnlineGaming_1459,Online Gaming,Portugal,High
6460,Groceries_1460,Groceries,Malta,Low
6461,Electronics_1461,Electronics,France,Medium
6462,Restaurants_1462,Restaurants,Italy,Low
6463,Utilities_1463,Utilities,Poland,Low
6464,Groceries_1464,Groceries,Lithuania,Low
6465,Health_1465,Health,Spain,Low
6466,CryptoServices_1466,Crypto Services,Malta,High
6467,Restaurants_1467,Restaurants,Netherlands,Low
6468,Electronics_1468,Electronics,Germany,Medium
6469,Restaurants_1469,Restaurants,Cyprus,Low
6470,Groceries_1470,Groceries,Malta,Low
6471,Groceries 1471,Groceries,Netherlands,Low
6472,Fashion_1472,Fashion,Cyprus,Low
6473,UTILITIES_1473,Utilities,Ireland,Low
6474,Restaurants_1474,Restaurants,Romania,Low
6475,HEALTH_1475,Health,Cyprus,Low
6476,Restaurants_1476,Restaurants,Cyprus,Low
6477,Electronics_1477,Electronics,Poland,Medium
6478,Restaurants_1478,Restaurants,Sweden,Low
6479,Fashion_1479,Fashion,Germany,Low
6480,Fashion_1480,Fashion,France,Low
6481,Utilities_1481,Utilities,Belgium,Low
6482,RESTAURANTS 1482,Restaurants,Ireland,Low
6483,Health_1483,Health,Ireland,Low
6484,Restaurants_1484,Restaurants,Spain,Low
6485,Health_1485,Health,France,Low
6486,GROCERIES_1486,Groceries,Sweden,Low
6487,Restaurants_1487,Restaurants,Malta,Low
6488,Restaurants_1488,Restaurants,Netherlands,Low
6489,Restaurants_1489,Restaurants,Cyprus,Low
6490,Education_1490,Education,Germany,Low
6491,ATM_1491,ATM,Poland,Medium
6492,Restaurants_1492,Restaurants,Italy,Low
6493,Fashion_1493,Fashion,Netherlands,Low
6494,Health_1494,Health,Ireland,Low
6495,ATM_1495,ATM,Lithuania,Medium
6496,Groceries 1496,Groceries,Belgium,Low
6497,Electronics_1497,Electronics,Germany,Medium
6498,Groceries 1498,Groceries,Spain,Low
6499,Utilities_1499,Utilities,Italy,Low
6500,Travel_1500,Travel,Italy,Medium
6501,Utilities 1501,Utilities,Portugal,Low
6502,Electronics_1502,Electronics,Portugal,Medium
6503,Electronics_1503,Electronics,Italy,Medium
6504,OnlineGaming_1504,Online Gaming,Spain,High
6505,OnlineGaming_1505,Online Gaming,Lithuania,High
6506,Health_1506,Health,Sweden,Low
6507,Education_1507,Education,Netherlands,Low
6508,Health_1508,Health,Spain,Low
6509,FASHION_1509,Fashion,Malta,Low
6510,Utilities 1510,Utilities,Poland,Low
6511,Utilities 1511,Utilities,Lithuania,Low
6512,Utilities_1512,Utilities,Germany,Low
6513,Restaurants_1513,Restaurants,Poland,Low
6514,Utilities_1514,Utilities,France,Low
6515,Electronics_1515,Electronics,Cyprus,Medium
6516,Fashion 1516,Fashion,Germany,Low
6517,Groceries_1517,Groceries,Italy,Low
6518,Utilities_1518,Utilities,Lithuania,Low
6519,Insurance_1519,Insurance,Sweden,Low
6520,Restaurants_1520,Restaurants,Spain,Low
6521,Restaurants_1521,Restaurants,Lithuania,Low
6522,Health_1522,Health,France,Low
6523,Groceries_1523,Groceries,Lithuania,Low
6524,Utilities_1524,Utilities,Sweden,Low
6525,ATM 1525,ATM,Portugal,Medium
6526,Groceries 1526,Groceries,Portugal,Low
6527,CRYPTOSERVICES_1527,Crypto Services,Cyprus,High
6528,Fashion_1528,Fashion,Italy,Low
6529,Groceries_1529,Groceries,Malta,Low
6530,Groceries 1530,Groceries,Portugal,Low
6531,GROCERIES_1531,Groceries,Sweden,Low
6532,Groceries_1532,Groceries,Ireland,Low
6533,Restaurants_1533,Restaurants,France,Low
6534,RESTAURANTS_1534,Restaurants,Netherlands,Low
6535,Groceries_1535,Groceries,Poland,Low
6536,Utilities_1536,Utilities,Cyprus,Low
6537,Utilities_1537,Utilities,Sweden,Low
6538,Restaurants_1538,Restaurants,Italy,Low
6539,Restaurants_1539,Restaurants,Netherlands,Low
6540,GROCERIES_1540,Groceries,Romania,Low
6541,Health_1541,Health,Sweden,Low
6542,ONLINEGAMING_1542,Online Gaming,Germany,High
6543,Restaurants_1543,Restaurants,Lithuania,Low
6544,Utilities_1544,Utilities,Germany,Low
6545,Insurance_1545,Insurance,Portugal,Low
6546,Travel_1546,Travel,Spain,Medium
6547,Groceries_1547,Groceries,Cyprus,Low
6548,Travel_1548,Travel,Germany,Medium
6549,RESTAURANTS_1549,Restaurants,Italy,Low
6550,OnlineGaming_1550,Online Gaming,Netherlands,High
6551,Fashion_1551,Fashion,Italy,Low
6552,Groceries_1552,Groceries,Ireland,Low
6553,ELECTRONICS_1553,Electronics,Lithuania,Medium
6554,Groceries_1554,Groceries,Netherlands,Low
6555,Groceries_1555,Groceries,Spain,Low
6556,CryptoServices_1556,Crypto Services,Ireland,High
6557,Insurance 1557,Insurance,Lithuania,Low
6558,Electronics_1558,Electronics,Lithuania,Medium
6559,Travel_1559,Travel,Germany,Medium
6560,Health_1560,Health,Spain,Low
6561,Health_1561,Health,Portugal,Low
6562,Restaurants_1562,Restaurants,Spain,Low
6563,Restaurants_1563,Restaurants,Ireland,Low
6564,ELECTRONICS_1564,Electronics,Portugal,Medium
6565,Fashion_1565,Fashion,Ireland,Low
6566,ELECTRONICS_1566,Electronics,Belgium,Medium
6567,Fashion_1567,Fashion,Italy,Low
6568,Electronics_1568,Electronics,Germany,Medium
6569,OnlineGaming_1569,Online Gaming,Italy,High
6570,Groceries_1570,Groceries,Poland,Low
6571,Fashion_1571,Fashion,France,Low
6572,Travel 1572,Travel,Sweden,Medium
6573,ATM_1573,ATM,Poland,Medium
6574,Travel_1574,Travel,Cyprus,Medium
6575,Health_1575,Health,Spain,Low
6576,Electronics_1576,Electronics,Sweden,Medium
6577,Electronics_1577,Electronics,Germany,Medium
6578,Groceries_1578,Groceries,Belgium,Low
6579,Fashion_1579,Fashion,Sweden,Low
6580,ATM_1580,ATM,Romania,Medium
6581,RESTAURANTS_1581,Restaurants,Belgium,Low
6582,Groceries 1582,Groceries,Italy,Low
6583,GROCERIES_1583,Groceries,Italy,Low
6584,Groceries_1584,Groceries,Germany,Low
6585,Health_1585,Health,Spain,Low
6586,Education 1586,Education,Cyprus,Low
6587,Fashion_1587,Fashion,Romania,Low
6588,Restaurants_1588,Restaurants,France,Low
6589,ONLINEGAMING_1589,Online Gaming,Romania,High
6590,Restaurants 1590,Restaurants,Spain,Low
6591,Groceries_1591,Groceries,Germany,Low
6592,RESTAURANTS_1592,Restaurants,Ireland,Low
6593,CryptoServices_1593,Crypto Services,Germany,High
6594,ATM_1594,ATM,Ireland,Medium
6595,OnlineGaming_1595,Online Gaming,Cyprus,High
6596,CryptoServices_1596,Crypto Services,Portugal,High
6597,Electronics_1597,Electronics,France,Medium
6598,Health_1598,Health,Malta,Low
6599,Health_1599,Health,Netherlands,Low
6600,Health_1600,Health,Lithuania,Low
6601,Utilities_1601,Utilities,Sweden,Low
6602,Fashion_1602,Fashion,Malta,Low
6603,Education_1603,Education,Lithuania,Low
6604,Electronics_1604,Electronics,Cyprus,Medium
6605,Fashion_1605,Fashion,Ireland,Low
6606,Fashion_1606,Fashion,Ireland,Low
6607,Electronics_1607,Electronics,Germany,Medium
6608,Electronics_1608,Electronics,Ireland,Medium
6609,Travel_1609,Travel,Spain,Medium
6610,Utilities_1610,Utilities,Romania,Low
6611,Restaurants_1611,Restaurants,Sweden,Low
6612,Insurance 1612,Insurance,Portugal,Low
6613,Health_1613,Health,Romania,Low
6614,Groceries_1614,Groceries,Sweden,Low
6615,Groceries_1615,Groceries,Poland,Low
6616,GROCERIES_1616,Groceries,Netherlands,Low
6617,Restaurants_1617,Restaurants,Romania,Low
6618,Utilities_1618,Utilities,Romania,Low
6619,OnlineGaming_1619,Online Gaming,Sweden,High
6620,ELECTRONICS_1620,Electronics,Belgium,Medium
6621,Fashion_1621,Fashion,Netherlands,Low
6622,Travel 1622,Travel,Lithuania,Medium
6623,OnlineGaming_1623,Online Gaming,Italy,High
6624,Restaurants_1624,Restaurants,Sweden,Low
6625,Travel_1625,Travel,Lithuania,Medium
6626,CRYPTOSERVICES_1626,Crypto Services,Sweden,High
6627,Travel_1627,Travel,Poland,Medium
6628,Groceries_1628,Groceries,France,Low
6629,Groceries_1629,Groceries,Netherlands,Low
6630,TRAVEL 1630,Travel,France,Medium
6631,GROCERIES_1631,Groceries,Netherlands,Low
6632,GROCERIES_1632,Groceries,Lithuania,Low
6633,Travel_1633,Travel,Sweden,Medium
6634,Restaurants_1634,Restaurants,Italy,Low
6635,Restaurants_1635,Restaurants,Italy,Low
6636,ATM_1636,ATM,Spain,Medium
6637,Electronics_1637,Electronics,Romania,Medium
6638,CryptoServices_1638,Crypto Services,Malta,High
6639,Electronics_1639,Electronics,Germany,Medium
6640,OnlineGaming_1640,Online Gaming,Netherlands,High
6641,Insurance_1641,Insurance,Ireland,Low
6642,Travel_1642,Travel,Belgium,Medium
6643,ATM_1643,ATM,Italy,Medium
6644,Groceries_1644,Groceries,Spain,Low
6645,Travel_1645,Travel,Italy,Medium
6646,Insurance_1646,Insurance,France,Low
6647,RESTAURANTS_1647,Restaurants,Cyprus,Low
6648,Groceries_1648,Groceries,Spain,Low
6649,Restaurants 1649,Restaurants,Malta,Low
6650,Utilities_1650,Utilities,Poland,Low
6651,Restaurants_1651,Restaurants,Italy,Low
6652,ATM_1652,ATM,Poland,Medium
6653,ATM_1653,ATM,Romania,Medium
6654,Education 1654,Education,Portugal,Low
6655,Restaurants_1655,Restaurants,Sweden,Low
6656,ATM_1656,ATM,Netherlands,Medium
6657,Utilities 1657,Utilities,Poland,Low
6658,Electronics_1658,Electronics,Germany,Medium
6659,Travel 1659,Travel,Belgium,Medium
6660,Utilities_1660,Utilities,France,Low
6661,Restaurants_1661,Restaurants,Netherlands,Low
6662,Groceries_1662,Groceries,France,Low
6663,Health_1663,Health,France,Low
6664,Utilities_1664,Utilities,Netherlands,Low
6665,GROCERIES_1665,Groceries,Malta,Low
6666,Electronics_1666,Electronics,Portugal,Medium
6667,CryptoServices_1667,Crypto Services,Netherlands,High
6668,Insurance_1668,Insurance,Belgium,Low
6669,Utilities_1669,Utilities,Belgium,Low
6670,Health_1670,Health,Poland,Low
6671,OnlineGaming_1671,Online Gaming,France,High
6672,Utilities_1672,Utilities,Cyprus,Low
6673,Restaurants 1673,Restaurants,Malta,Low
6674,Health_1674,Health,Germany,Low
6675,Travel_1675,Travel,Sweden,Medium
6676,Health_1676,Health,France,Low
6677,Travel_1677,Travel,Germany,Medium
6678,Education_1678,Education,Belgium,Low
6679,Groceries_1679,Groceries,France,Low
6680,Restaurants_1680,Restaurants,Spain,Low
6681,Education 1681,Education,Spain,Low
6682,Restaurants_1682,Restaurants,Italy,Low
6683,Travel_1683,Travel,Lithuania,Medium
6684,Health_1684,Health,Germany,Low
6685,Restaurants 1685,Restaurants,Lithuania,Low
6686,Health 1686,Health,Netherlands,Low
6687,Groceries_1687,Groceries,Poland,Low
6688,Groceries_1688,Groceries,Poland,Low
6689,Health 1689,Health,Malta,Low
6690,Groceries_1690,Groceries,Malta,Low
6691,Groceries_1691,Groceries,Spain,Low
6692,FASHION 1692,Fashion,Cyprus,Low
6693,Electronics_1693,Electronics,Netherlands,Medium
6694,ONLINEGAMING_1694,Online Gaming,Netherlands,High
6695,Groceries_1695,Groceries,Sweden,Low
6696,Restaurants_1696,Restaurants,Lithuania,Low
6697,Groceries_1697,Groceries,Sweden,Low
6698,Education_1698,Education,Portugal,Low
6699,Electronics_1699,Electronics,Ireland,Medium
6700,Travel_1700,Travel,Netherlands,Medium
6701,Groceries 1701,Groceries,Italy,Low
6702,GROCERIES_1702,Groceries,Sweden,Low
6703,Restaurants_1703,Restaurants,Cyprus,Low
6704,Fashion_1704,Fashion,Portugal,Low
6705,Travel_1705,Travel,Ireland,Medium
6706,Education_1706,Education,Belgium,Low
6707,EDUCATION_1707,Education,Portugal,Low
6708,Utilities_1708,Utilities,Belgium,Low
6709,Utilities_1709,Utilities,Italy,Low
6710,Fashion_1710,Fashion,Germany,Low
6711,ATM_1711,ATM,Belgium,Medium
6712,Travel 1712,Travel,Cyprus,Medium
6713,Electronics_1713,Electronics,Romania,Medium
6714,ATM_1714,ATM,Malta,Medium
6715,Education_1715,Education,Italy,Low
6716,Groceries_1716,Groceries,Romania,Low
6717,Utilities_1717,Utilities,Italy,Low
6718,Travel_1718,Travel,Malta,Medium
6719,Education_1719,Education,France,Low
6720,Travel_1720,Travel,Poland,Medium
6721,Utilities_1721,Utilities,Portugal,Low
6722,Restaurants_1722,Restaurants,Poland,Low
6723,Electronics_1723,Electronics,Ireland,Medium
6724,Insurance_1724,Insurance,Ireland,Low
6725,FASHION 1725,Fashion,Belgium,Low
6726,Health 1726,Health,Germany,Low
6727,Utilities_1727,Utilities,Italy,Low
6728,Groceries_1728,Groceries,Netherlands,Low
6729,Electronics_1729,Electronics,Spain,Medium
6730,Travel_1730,Travel,Belgium,Medium
6731,Electronics_1731,Electronics,Poland,Medium
6732,Groceries_1732,Groceries,France,Low
6733,ONLINEGAMING_1733,Online Gaming,Spain,High
6734,ATM_1734,ATM,Ireland,Medium
6735,Groceries_1735,Groceries,Cyprus,Low
6736,Groceries_1736,Groceries,Romania,Low
6737,Fashion_1737,Fashion,Ireland,Low
6738,Groceries_1738,Groceries,Poland,Low
6739,Restaurants 1739,Restaurants,Belgium,Low
6740,ATM_1740,ATM,Ireland,Medium
6741,Fashion_1741,Fashion,Malta,Low
6742,CryptoServices 1742,Crypto Services,Poland,High
6743,GROCERIES_1743,Groceries,Italy,Low
6744,Fashion_1744,Fashion,Belgium,Low
6745,Restaurants_1745,Restaurants,Poland,Low
6746,ATM_1746,ATM,Cyprus,Medium
6747,Utilities_1747,Utilities,Lithuania,Low
6748,TRAVEL_1748,Travel,Cyprus,Medium
6749,ELECTRONICS 1749,Electronics,Sweden,Medium
6750,Electronics_1750,Electronics,Netherlands,Medium
6751,Restaurants_1751,Restaurants,Spain,Low
6752,Education_1752,Education,Lithuania,Low
6753,Restaurants_1753,Restaurants,Portugal,Low
6754,Restaurants_1754,Restaurants,Lithuania,Low
6755,Groceries_1755,Groceries,Lithuania,Low
6756,ONLINEGAMING_1756,Online Gaming,Portugal,High
6757,Groceries_1757,Groceries,Ireland,Low
6758,Health_1758,Health,Belgium,Low
6759,RESTAURANTS_1759,Restaurants,Poland,Low
6760,Utilities_1760,Utilities,Belgium,Low
6761,GROCERIES_1761,Groceries,Netherlands,Low
6762,UTILITIES 1762,Utilities,Cyprus,Low
6763,Restaurants_1763,Restaurants,Italy,Low
6764,Groceries_1764,Groceries,Ireland,Low
6765,Restaurants_1765,Restaurants,Sweden,Low
6766,GROCERIES_1766,Groceries,Netherlands,Low
6767,Restaurants_1767,Restaurants,Belgium,Low
6768,Fashion_1768,Fashion,France,Low
6769,ELECTRONICS_1769,Electronics,Lithuania,Medium
6770,Fashion_1770,Fashion,Lithuania,Low
6771,ATM_1771,ATM,Sweden,Medium
6772,Groceries_1772,Groceries,Poland,Low
6773,Restaurants_1773,Restaurants,Poland,Low
6774,RESTAURANTS_1774,Restaurants,Sweden,Low
6775,FASHION_1775,Fashion,Cyprus,Low
6776,HEALTH_1776,Health,Netherlands,Low
6777,Groceries_1777,Groceries,Belgium,Low
6778,Groceries_1778,Groceries,Malta,Low
6779,Education_1779,Education,Netherlands,Low
6780,Utilities_1780,Utilities,Germany,Low
6781,Electronics_1781,Electronics,Belgium,Medium
