account_id,customer_id,account_type,currency,opened_date,closed_date,account_status,current_balance,overdraft_limit
2022590,121396,Savings,EUR,2022-10-04,,Active,1578.45,0
2022591,115742,Current,EUR,2023-08-22,,Active,911.06,0
2022592,900060,Savings,EUR,2022-02-18,,Active,1769.86,0
2022593,110805,Current,EUR,2024-07-24,,Active,-473.95,2500
2022594,113525,Current,EUR,2022-03-30,,Active,3651.98,2500
2022595,124096,Current,PLN,2024-07-24,,Active,1031.67,250
2022596,116281,Current,EUR,2022-06-07,,Active,2617.91,1000
2022597,117409,Savings,EUR,2024-06-21,,Active,458.96,0
2022598,120669,Business,EUR,2024-02-02,2024-12-11,Closed,3026.24,500
2022599,129275,Current,EUR,2024-01-25,,Active,869.04,1000
2022600,129495,Current,EUR,2023-08-02,,Active,2514.21,1000
2022601,123831,Joint,PLN,2022-12-15,,Active,5980.1,0
2022602,105262,Current,EUR,2023-04-03,,Active,1569.81,1000
2022603,110804,Current,EUR,2023-07-10,2023-10-13,Closed,-1658.88,250
2022604,120845,Current,EUR,2023-06-05,,Active,1429.66,250
2022605,115522,Savings,EUR,2023-07-06,,Active,264.6,0
2022606,107502,Current,EUR,2023-12-31,,Active,1114.78,0
2022607,115484,Current,EUR,2024-05-04,,Active,-1067.18,2500
2022608,110840,Business,EUR,2024-12-27,,Active,16570.48,500
2022609,100898,Savings,EUR,2023-11-15,,Active,3696.43,0
2022610,119491,Business,EUR,2023-04-06,,Active,772.7,2500
2022611,127943,Business,EUR,2022-12-25,,Active,577.56,250
2022612,109079,Current,EUR,2023-07-07,,Active,431.11,500
2022613,119164,Business,EUR,2023-06-12,,Active,951.82,500
2022614,124814,Savings,EUR,2023-05-26,,Active,5638.58,0
2022615,128576,Current,EUR,2024-04-17,,Active,630.88,2500
2022616,113047,Savings,EUR,2022-02-14,2023-11-25,Closed,1790.38,0
2022617,104063,Current,EUR,2024-10-13,,Active,755.9,1000
2022618,126256,Savings,EUR,2023-02-27,2023-08-17,Closed,743.78,0
2022619,127229,Current,EUR,2024-10-20,,Closed,1891.97,0
2022620,113525,Current,EUR,2022-04-19,,Active,214.66,500
2022621,129694,Savings,SEK,2022-10-26,,Active,2735.51,0
2022622,120531,Current,EUR,2022-02-25,,Active,612.86,500
2022623,106377,Current,EUR,2022-05-23,,Active,1312.73,250
2022624,126973,Current,EUR,2024-05-21,,Closed,4159.38,500
2022625,128695,Business,EUR,2023-10-02,2023-12-06,Closed,816.71,2500
2022626,127514,Current,EUR,2023-07-15,2024-04-03,Closed,161.81,250
2022627,108962,Current,EUR,2024-01-01,,Active,236.67,250
2022628,104666,Current,EUR,2022-09-01,,Active,201.86,2500
2022629,115960,Joint,EUR,2024-08-19,,Closed,476.82,0
2022630,122905,Current,EUR,2023-03-11,,Active,461.93,250
2022631,124018,Current,EUR,2024-10-08,,Active,2327.88,2500
2022632,116682,Current,EUR,2022-08-14,2023-05-08,Closed,2367.84,250
2022633,127981,Savings,EUR,2024-11-22,,Active,190.9,0
2022634,110915,Business,EUR,2024-11-10,,Active,952.03,250
2022635,125282,Current,EUR,2024-08-06,,Closed,172.55,500
2022636,117420,Current,EUR,2024-10-21,,Active,876.4,500
2022637,111947,Current,EUR,2024-12-11,,Active,628.14,250
2022638,128819,Current,EUR,2024-12-04,,Active,1875.71,1000
2022639,104885,Current,EUR,2023-11-02,,Active,3504.01,2500
2022640,126607,Savings,EUR,2024-11-18,,Closed,1870.46,0
2022641,116111,Current,EUR,2023-09-26,,Active,2757.79,250
2022642,126885,Current,EUR,2023-02-23,,Active,372.84,2500
2022643,111689,Current,PLN,2024-10-05,,Active,1976.6,1000
2022644,104393,Current,EUR,2022-06-09,,Active,3121.13,1000
2022645,115852,Business,EUR,2023-07-25,,Active,1222.22,500
2022646,111866,Current,EUR,2023-11-17,,Active,371.19,0
2022647,112257,Current,EUR,2023-10-30,,Active,1670.83,2500
2022648,110029,Savings,EUR,2024-02-06,,Active,4026.49,0
2022649,111175,Current,EUR,2024-08-18,,Active,1937.71,2500
2022650,126074,Savings,EUR,2024-06-21,,Active,1127.75,0
2022651,116107,Current,EUR,2023-01-13,,Active,684.55,1000
2022652,111727,Business,EUR,2023-04-09,,Active,681.77,500
2022653,109303,Savings,EUR,2023-06-13,,Dormant,1791.89,0
2022654,129016,Current,EUR,2022-04-02,2024-07-18,Closed,706.27,250
2022655,120240,Savings,EUR,2023-06-07,,Active,3070.22,0
2022656,121915,Savings,EUR,2023-06-18,,Active,178.9,0
2022657,104440,Savings,EUR,2022-07-04,,Active,2957.03,0
2022658,129116,Savings,EUR,2024-12-04,,Active,67.84,0
2022659,111349,Business,EUR,2023-07-17,,Active,3152.94,0
2022660,115946,Business,EUR,2024-09-24,,Active,731.05,0
2022661,103913,Current,EUR,2022-11-15,,Active,956.61,2500
2022662,122568,Savings,EUR,2022-06-11,,Active,3088.19,0
2022663,113237,Current,SEK,2024-01-30,,Active,345.55,250
2022664,110049,Current,EUR,2024-07-11,,Active,1232.29,500
2022665,107260,Current,EUR,2023-08-29,,Active,691.29,1000
2022666,114256,Current,EUR,2023-10-24,,Active,301.38,250
2022667,124263,Savings,EUR,2023-10-10,,Active,860.23,0
2022668,114928,Joint,EUR,2023-09-02,,Active,82474.53,0
2022669,111968,Savings,EUR,2023-02-24,,Active,315.23,0
2022670,105878,Business,EUR,2022-11-11,2024-09-07,Closed,1606.96,1000
2022671,125298,Current,EUR,2023-06-13,2024-08-21,Closed,4497.94,1000
2022672,123994,Current,EUR,2024-10-13,,Closed,1048.23,0
2022673,900273,Savings,EUR,2024-09-19,,Active,7260.57,0
2022674,102971,Current,EUR,2024-10-07,,Active,765.06,1000
2022675,108838,Savings,EUR,2022-02-23,,Active,12558.45,0
2022676,118608,Current,SEK,2024-10-15,,Active,1105.07,0
2022677,109931,Current,EUR,2024-04-15,,Active,1309.4,2500
2022678,122566,Savings,EUR,2023-10-26,,Active,2972.29,0
2022679,128012,Business,EUR,2022-07-10,,Active,529.47,250
2022680,108753,Current,EUR,2022-04-24,,Active,1911.83,1000
2022681,107613,Current,EUR,2022-07-07,,Active,1547.65,0
2022682,106348,Joint,EUR,2022-11-13,,Active,468.85,0
2022683,128044,Joint,EUR,2023-04-27,,Active,1204.4,0
2022684,116210,Current,EUR,2022-03-15,,Active,1303.77,250
2022685,114411,Savings,EUR,2023-05-16,,Active,2502.01,0
2022686,118504,Joint,EUR,2022-07-27,,Active,536.87,0
2022687,122798,Current,EUR,2022-08-26,,Active,620.96,500
2022688,112718,Business,EUR,2023-02-14,2024-05-01,Closed,425.52,1000
2022689,108414,Current,EUR,2024-10-20,,Active,853.02,0
2022690,102959,Current,EUR,2023-09-26,,Active,1432.71,1000
2022691,128028,Business,EUR,2024-08-18,,Active,2313.11,0
2022692,116218,Joint,EUR,2024-10-12,,Closed,781.55,0
2022693,121510,Savings,EUR,2023-02-14,,Closed,831.22,0
2022694,104638,Savings,EUR,2022-03-23,,Active,1853.37,0
2022695,121226,Savings,EUR,2022-09-27,,Active,228.25,0
2022696,108565,Savings,SEK,2022-02-18,,Active,903.98,0
2022697,121123,Business,EUR,2024-03-15,,Active,1368.41,500
2022698,118173,Savings,EUR,2024-06-02,,Active,1450.79,0
2022699,111870,Current,EUR,2022-10-25,,Active,235.35,0
2022700,102244,Current,EUR,2024-04-22,,Closed,1999.87,0
2022701,122630,Savings,EUR,2024-11-12,,Dormant,404.97,0
2022702,103745,Savings,EUR,2022-08-22,,Active,7204.13,0
2022703,127936,Savings,EUR,2023-10-14,,Active,389.74,0
2022704,107885,Current,EUR,2023-01-30,,Active,319.95,1000
2022705,104742,Current,EUR,2024-07-12,,Active,1004.34,250
2022706,109487,Current,EUR,2023-11-14,,Closed,214.34,250
2022707,125601,Current,EUR,2024-05-20,,Active,1003.29,250
2022708,128961,Savings,EUR,2022-12-10,,Active,558.13,0
2022709,118482,Current,EUR,2023-06-01,,Active,950.01,500
2022710,102539,Savings,EUR,2025-01-13,,Active,4977.41,0
2022711,122016,Savings,EUR,2024-12-29,,Dormant,480.18,0
2022712,122144,Current,EUR,2024-04-28,,Active,246.88,500
2022713,103975,Joint,EUR,2022-02-16,,Active,643.76,0
2022714,104848,Current,EUR,2024-06-09,,Active,9719.55,2500
2022715,129226,Current,EUR,2023-04-19,,Active,1450.57,2500
2022716,104953,Current,PLN,2024-09-07,,Active,959.43,1000
2022717,123152,Current,EUR,2023-01-29,2024-06-20,Closed,3797.99,2500
2022718,109705,Current,EUR,2024-03-21,,Active,566.71,2500
2022719,128305,Savings,EUR,2023-08-15,,Active,592.98,0
2022720,119337,Savings,EUR,2022-04-30,,Active,3056.12,0
2022721,106743,Savings,EUR,2022-07-08,,Active,3576.85,0
2022722,106844,Current,EUR,2022-05-23,,Active,4041.68,0
2022723,110415,Current,EUR,2024-10-24,,Active,1868.52,0
2022724,109245,Business,EUR,2023-12-06,,Active,3217.47,0
2022725,124182,Business,EUR,2024-03-22,,Active,632.4,500
2022726,108927,Business,EUR,2023-03-09,,Active,2538.96,1000
2022727,128913,Current,EUR,2023-06-06,,Active,2816.17,2500
2022728,115699,Current,SEK,2023-09-17,2024-08-10,Closed,2028.1,1000
2022729,104146,Current,EUR,2023-04-05,,Active,5060.76,250
2022730,117833,Current,EUR,2023-11-21,,Active,497.61,250
2022731,123138,Current,EUR,2022-08-03,,Active,120.78,1000
2022732,109915,Savings,EUR,2024-09-07,,Active,588.42,0
2022733,120004,Current,EUR,2024-02-18,,Active,632.64,2500
2022734,114626,Business,EUR,2023-08-14,,Active,863.56,1000
2022735,101451,Savings,EUR,2024-07-23,,Active,951.06,0
2022736,126349,Savings,EUR,2022-09-05,,Active,727.05,0
2022737,129207,Savings,EUR,2022-04-29,,Active,167.97,0
2022738,116976,Savings,EUR,2024-01-06,,Active,1927.59,0
2022739,111119,Current,EUR,2022-08-27,,Active,272.23,250
2022740,101176,Savings,EUR,2022-01-15,,Active,337.19,0
2022741,103311,Current,EUR,2022-01-09,,Active,452.54,250
2022742,108487,Current,EUR,2023-06-16,,Active,414.85,2500
2022743,102624,Current,SEK,2025-01-24,,Active,1094.7,500
2022744,117652,Current,EUR,2022-03-22,,Active,2206.6,2500
2022745,123550,Savings,EUR,2022-03-24,,Active,744.91,0
2022746,118693,Current,EUR,2024-10-17,,Active,1428.77,0
2022747,107038,Current,EUR,2023-05-19,,Active,5120.84,2500
2022748,106031,Current,EUR,2024-09-02,,Active,137.17,500
2022749,120308,Savings,EUR,2022-10-27,,Active,1009.52,0
2022750,104516,Current,EUR,2022-10-29,,Dormant,5229.86,250
2022751,115450,Current,EUR,2022-06-04,,Active,-1609.49,1000
2022752,129804,Savings,EUR,2023-03-24,2024-09-16,Closed,4562.57,0
2022753,120063,Current,EUR,2022-06-16,,Active,3967.21,2500
2022754,107772,Current,SEK,2023-01-24,,Active,1523.46,500
2022755,118522,Current,EUR,2022-06-26,,Active,515.25,0
2022756,127344,Current,EUR,2023-12-10,,Active,11910.32,0
2022757,900254,Current,EUR,2024-11-07,,Active,38.24,250
2022758,126803,Current,EUR,2023-10-02,,Dormant,2202.59,1000
2022759,102918,Business,EUR,2023-03-31,,Active,-1266.9,500
2022760,129550,Savings,EUR,2024-05-06,,Active,5473.81,0
2022761,110410,Current,EUR,2024-03-24,,Active,1356.17,1000
2022762,125545,Current,EUR,2023-03-19,,Active,342.65,2500
2022763,129369,Current,EUR,2022-11-18,,Active,1385.13,0
2022764,120150,Current,EUR,2022-06-19,,Active,2658.38,2500
2022765,101543,Current,PLN,2022-12-03,,Dormant,2473.35,2500
2022766,111436,Current,PLN,2023-12-02,,Active,130.69,250
2022767,112719,Current,EUR,2024-11-03,,Active,43869.42,0
2022768,112487,Savings,EUR,2024-12-22,,Active,3303.51,0
2022769,106717,Savings,PLN,2024-02-01,,Active,1089.0,0
2022770,118224,Current,EUR,2023-12-16,,Active,240.74,250
2022771,111965,Current,EUR,2023-01-06,,Active,2898.63,0
2022772,115167,Savings,EUR,2024-05-23,,Active,14686.83,0
2022773,121960,Current,EUR,2022-10-30,2024-10-12,Closed,13487.77,250
2022774,124492,Business,EUR,2023-09-01,,Active,404.68,0
2022775,102123,Savings,EUR,2023-04-13,,Active,814.59,0
2022776,104123,Savings,EUR,2022-07-01,,Active,194.35,0
2022777,100175,Current,EUR,2024-11-04,,Active,922.31,1000
2022778,103511,Current,EUR,2024-11-22,,Active,580.45,1000
2022779,126578,Business,EUR,2024-01-01,,Active,474.25,250
2022780,103999,Savings,EUR,2023-09-04,,Active,563.88,0
2022781,106789,Savings,SEK,2023-12-13,,Active,631.06,0
2022782,122437,Current,EUR,2024-08-30,,Active,1719.74,2500
2022783,128949,Current,EUR,2022-08-09,,Active,2544.44,500
2022784,123511,Current,EUR,2023-05-18,,Active,4227.94,500
2022785,115320,Current,PLN,2024-01-23,,Active,1293.84,250
2022786,101905,Savings,EUR,2023-07-08,,Active,581.63,0
2022787,113019,Current,EUR,2022-04-22,,Active,385.49,2500
2022788,113707,Business,EUR,2023-02-24,,Active,560.66,1000
2022789,109778,Current,EUR,2023-03-10,,Active,347.75,0
2022790,107564,Savings,SEK,2023-01-22,,Active,4492.82,0
2022791,121084,Savings,EUR,2022-11-18,,Dormant,1175.15,0
2022792,128574,Savings,EUR,2024-12-01,,Active,3378.46,0
2022793,120823,Business,EUR,2025-02-05,,Active,1696.54,0
2022794,113614,Current,EUR,2024-03-05,,Active,2210.1,0
2022795,111842,Business,EUR,2022-08-01,,Active,5096.14,250
2022796,117716,Current,PLN,2024-03-22,,Active,1988.33,0
2022797,107627,Savings,EUR,2024-03-09,,Active,4943.45,0
2022798,119742,Current,SEK,2023-02-24,2023-08-05,Closed,805.01,2500
2022799,112970,Current,EUR,2023-09-23,,Active,912.33,0
2022800,112222,Current,EUR,2023-01-16,,Active,913.61,2500
2022801,123865,Current,EUR,2023-07-01,,Active,1921.63,0
2022802,122687,Current,EUR,2023-10-11,,Active,2156.67,250
2022803,125099,Current,EUR,2022-03-09,,Active,9302.78,1000
2022804,123037,Current,EUR,2022-10-10,2024-02-18,Closed,6116.57,500
2022805,106602,Current,EUR,2022-11-27,,Active,1840.71,1000
2022806,105841,Current,EUR,2023-02-09,,Active,261.61,0
2022807,123120,Current,EUR,2024-06-18,,Active,3741.93,2500
2022808,117239,Joint,EUR,2024-04-17,,Active,989.55,0
2022809,101191,Savings,SEK,2024-07-18,,Active,499.82,0
2022810,127721,Business,EUR,2023-09-08,,Active,1407.76,250
2022811,125348,Savings,EUR,2022-03-27,2024-04-29,Closed,279.37,0
2022812,113846,Current,EUR,2022-03-01,,Active,12144.3,500
2022813,109142,Savings,EUR,2022-02-05,,Active,1955.69,0
2022814,109771,Current,EUR,2024-07-09,,Active,1720.65,2500
2022815,126460,Savings,PLN,2022-06-29,,Active,1398.17,0
2022816,102536,Savings,EUR,2023-02-13,,Active,3580.43,0
2022817,111689,Current,PLN,2024-09-16,,Active,2547.43,500
2022818,101017,Joint,EUR,2023-09-21,,Dormant,3445.84,0
2022819,108544,Current,EUR,2024-09-18,,Active,1364.68,500
2022820,106821,Current,EUR,2023-01-05,,Active,3652.52,250
2022821,126898,Current,EUR,2024-03-26,,Active,492.51,1000
2022822,116259,Savings,EUR,2024-10-23,,Active,4455.12,0
2022823,109124,Current,EUR,2022-08-21,,Active,313.4,0
2022824,116467,Savings,EUR,2024-02-17,,Closed,3127.73,0
2022825,115301,Current,EUR,2022-09-16,,Dormant,723.65,0
2022826,127734,Joint,EUR,2024-12-02,,Active,561.78,0
2022827,107978,Current,EUR,2024-05-28,,Active,623.65,500
2022828,126656,Business,EUR,2022-09-05,,Active,596.52,500
2022829,126444,Business,EUR,2022-09-02,,Dormant,100.81,500
2022830,125393,Current,SEK,2022-02-14,,Active,644.69,250
2022831,100204,Current,EUR,2024-04-28,,Active,1630.26,1000
2022832,120739,Savings,EUR,2022-11-16,2024-12-21,Closed,625.5,0
2022833,110859,Current,EUR,2022-11-12,,Active,3453.58,0
2022834,114637,Current,PLN,2024-09-23,,Active,1996.75,250
2022835,118798,Current,EUR,2022-10-05,2023-04-03,Closed,594.47,250
2022836,110389,Current,EUR,2022-09-03,2022-11-20,Closed,1627.26,1000
2022837,102563,Joint,EUR,2023-09-03,,Active,464.54,0
2022838,118607,Current,EUR,2023-02-08,,Active,1962.91,1000
2022839,106591,Current,EUR,2023-02-08,,Active,490.71,500
2022840,127787,Joint,EUR,2024-12-09,,Dormant,2613.31,0
2022841,126263,Joint,EUR,2024-10-16,,Active,1264.02,0
2022842,127236,Business,EUR,2024-03-09,,Active,3853.22,500
2022843,115486,Current,EUR,2022-12-05,,Active,1630.41,250
2022844,117202,Current,EUR,2022-01-26,,Active,7545.72,2500
2022845,100416,Current,EUR,2023-06-03,,Active,669.81,0
2022846,128291,Savings,SEK,2024-10-20,,Active,429.1,0
2022847,119871,Current,SEK,2024-04-22,,Active,1432.78,0
2022848,120408,Savings,EUR,2023-01-26,,Active,698.56,0
2022849,124183,Joint,EUR,2023-11-06,,Active,3328.48,0
2022850,109474,Savings,EUR,2022-06-29,,Active,546.8,0
2022851,103258,Current,EUR,2023-02-09,,Active,1212.67,250
2022852,107294,Current,EUR,2024-10-19,,Active,520.85,0
2022853,100343,Business,EUR,2024-09-02,,Active,10179.82,2500
2022854,123164,Savings,EUR,2024-02-11,,Closed,1438.09,0
2022855,111967,Savings,EUR,2024-11-21,,Active,842.22,0
2022856,120711,Current,EUR,2025-01-11,,Active,576.54,2500
2022857,125056,Current,EUR,2024-03-11,,Active,4742.17,2500
2022858,116141,Savings,EUR,2023-01-27,,Active,1055.84,0
2022859,115857,Current,EUR,2022-07-26,,Active,3220.24,0
2022860,110117,Savings,EUR,2023-07-22,,Dormant,2540.67,0
2022861,105684,Current,EUR,2022-06-25,,Active,1744.91,0
2022862,127908,Savings,EUR,2022-09-26,,Active,650.91,0
2022863,112183,Current,EUR,2024-06-29,,Active,1130.38,1000
2022864,114240,Current,EUR,2023-12-04,,Active,967.65,500
2022865,109887,Savings,EUR,2023-08-30,,Active,169.7,0
2022866,118190,Joint,EUR,2023-10-26,,Active,4486.11,0
2022867,119750,Current,EUR,2022-05-03,,Active,709.03,0
2022868,125501,Current,PLN,2022-09-01,,Active,1570.74,500
2022869,116250,Current,EUR,2022-11-26,,Dormant,5776.66,2500
2022870,102661,Current,EUR,2022-06-19,,Active,3355.35,1000
2022871,118221,Business,EUR,2022-07-01,,Active,1323.25,0
2022872,126559,Current,EUR,2024-12-14,,Active,699.55,500
2022873,119555,Current,EUR,2024-02-04,,Active,890.56,0
2022874,125564,Current,EUR,2023-05-13,,Active,2950.24,1000
2022875,116182,Business,EUR,2022-05-21,,Active,789.13,2500
2022876,119991,Current,EUR,2024-01-08,,Active,3242.52,2500
2022877,123795,Current,EUR,2022-01-16,2023-04-16,Closed,631.04,1000
2022878,126151,Business,EUR,2024-03-08,,Active,670.34,1000
2022879,111156,Savings,EUR,2024-09-30,,Active,477.64,0
2022880,111352,Current,EUR,2022-03-27,,Active,5645.16,0
2022881,128327,Business,EUR,2023-09-24,,Active,713.39,250
2022882,123398,Savings,SEK,2022-05-14,,Active,1383.19,0
2022883,107852,Current,EUR,2024-11-24,,Active,349.59,500
2022884,107827,Joint,EUR,2023-08-29,,Active,1923.74,0
2022885,129651,Current,EUR,2022-12-08,,Active,1581.28,1000
2022886,124369,Savings,EUR,2022-12-14,,Active,641.13,0
2022887,105478,Current,EUR,2024-02-17,,Active,3144.29,0
2022888,123728,Current,EUR,2022-10-03,,Active,1325.52,500
2022889,114603,Savings,EUR,2022-12-16,,Active,4465.11,0
2022890,104749,Savings,EUR,2023-06-17,2024-07-04,Closed,1213.64,0
2022891,113967,Current,EUR,2023-04-28,,Active,1742.09,2500
2022892,124284,Current,EUR,2023-01-09,,Active,904.67,2500
2022893,113858,Current,PLN,2024-06-12,,Closed,1856.87,1000
2022894,122207,Current,EUR,2024-03-18,,Dormant,2959.12,2500
2022895,121345,Savings,SEK,2024-11-19,,Active,516.33,0
2022896,126845,Current,EUR,2024-06-20,,Active,127.98,250
2022897,107631,Current,EUR,2024-04-27,,Active,17884.98,2500
2022898,109717,Joint,EUR,2024-04-11,,Active,3077.65,0
2022899,125533,Savings,PLN,2024-05-21,,Active,2456.0,0
2022900,124900,Joint,EUR,2022-04-07,,Active,340.29,0
2022901,110812,Current,EUR,2022-08-27,,Active,1543.26,250
2022902,103181,Current,PLN,2024-07-17,,Active,597.45,0
2022903,115929,Savings,SEK,2024-07-22,,Active,697.93,0
2022904,116180,Current,EUR,2022-06-03,,Active,350.75,1000
2022905,126781,Business,EUR,2022-04-10,,Active,992.38,0
2022906,105282,Savings,EUR,2024-05-12,,Active,1689.97,0
2022907,106781,Current,EUR,2023-02-28,,Active,1274.46,0
2022908,115601,Current,EUR,2023-03-07,,Active,470.05,1000
2022909,103426,Current,EUR,2022-04-11,2024-04-09,Closed,-222.75,250
2022910,116606,Current,EUR,2023-03-08,,Active,1190.92,2500
2022911,108870,Current,EUR,2024-11-27,,Active,268.76,0
2022912,119620,Business,EUR,2024-04-21,2024-12-21,Closed,913.73,1000
2022913,120606,Current,EUR,2024-06-21,,Active,7316.06,2500
2022914,117537,Current,EUR,2023-11-22,,Active,967.27,1000
2022915,126667,Savings,EUR,2024-11-30,,Active,523.43,0
2022916,124777,Current,EUR,2022-09-12,,Active,437.91,2500
2022917,126832,Savings,EUR,2024-06-25,,Active,1521.16,0
2022918,112892,Current,EUR,2024-07-14,,Active,410.79,1000
2022919,106636,Current,EUR,2024-12-02,,Active,656.58,2500
2022920,104622,Current,EUR,2022-08-27,,Active,4138.54,2500
2022921,103918,Savings,EUR,2024-09-11,,Active,1038.26,0
2022922,118342,Savings,EUR,2023-03-03,,Active,934.08,0
2022923,109863,Current,EUR,2022-06-12,,Active,1271.78,250
2022924,117295,Business,EUR,2022-03-23,,Dormant,598.24,1000
2022925,110614,Savings,EUR,2024-06-11,,Active,551.17,0
2022926,116997,Current,EUR,2023-11-07,,Active,2622.7,500
2022927,900254,Current,EUR,2024-10-03,,Active,615.67,500
2022928,102140,Current,EUR,2023-02-24,,Closed,541.11,250
2022929,129528,Savings,EUR,2022-04-05,,Active,463.69,0
2022930,110770,Savings,EUR,2023-07-12,,Active,908.53,0
2022931,119946,Current,PLN,2023-02-06,,Dormant,329.35,1000
2022932,104597,Savings,EUR,2022-11-13,,Active,4375.88,0
2022933,112696,Current,EUR,2022-11-21,,Active,1370.09,2500
2022934,127886,Current,PLN,2023-01-17,,Active,531.73,2500
2022935,109709,Current,EUR,2023-10-20,,Active,573.17,0
2022936,101819,Savings,EUR,2023-05-22,,Active,756.13,0
2022937,115824,Current,EUR,2024-12-09,,Closed,1341.82,500
2022938,125652,Joint,EUR,2023-02-07,,Active,1143.17,0
2022939,123142,Current,EUR,2024-09-15,,Active,3878.46,1000
2022940,113723,Current,EUR,2024-09-02,,Active,176.65,1000
2022941,129083,Current,EUR,2022-02-25,,Active,630.32,2500
2022942,104421,Current,EUR,2023-05-10,,Active,2921.68,1000
2022943,109908,Business,EUR,2022-03-20,,Active,3071.66,500
2022944,112958,Current,EUR,2023-02-25,,Active,1957.74,250
2022945,107415,Current,EUR,2023-09-25,,Active,568.67,0
2022946,119557,Current,EUR,2023-08-18,,Active,1888.91,250
2022947,101432,Savings,EUR,2022-05-01,,Active,18847.18,0
2022948,125094,Business,EUR,2023-02-20,,Active,303.16,1000
2022949,125438,Current,EUR,2024-07-05,,Active,1590.07,2500
2022950,120639,Current,EUR,2022-06-23,,Active,1704.36,0
2022951,106366,Current,EUR,2024-12-13,,Active,704.34,2500
2022952,117865,Current,EUR,2022-09-25,,Active,1261.43,500
2022953,112081,Current,EUR,2023-07-07,,Active,4586.7,1000
2022954,110432,Savings,PLN,2024-03-22,,Active,240.74,0
2022955,100515,Savings,EUR,2022-08-04,,Dormant,6572.71,0
2022956,128303,Current,EUR,2022-07-13,,Active,342.87,250
2022957,124270,Savings,EUR,2022-02-06,,Active,7292.37,0
2022958,100805,Current,EUR,2024-12-05,,Closed,2667.94,500
2022959,119339,Business,EUR,2024-09-17,,Active,1219.6,250
2022960,124077,Current,EUR,2022-11-10,,Active,145.22,0
2022961,117426,Current,EUR,2023-01-22,,Active,1681.9,500
2022962,111453,Current,EUR,2023-06-18,,Active,176.16,250
2022963,126003,Current,EUR,2024-08-11,2024-11-12,Closed,318.43,2500
2022964,103368,Current,EUR,2024-11-11,,Active,2107.5,250
2022965,115409,Current,EUR,2023-06-11,,Active,1014.38,0
2022966,120017,Current,EUR,2022-06-11,,Active,2310.88,2500
2022967,115856,Current,EUR,2023-03-19,2024-11-07,Closed,609.07,500
2022968,118499,Savings,PLN,2024-09-30,,Active,9873.2,0
2022969,123647,Joint,EUR,2024-02-16,,Dormant,865.53,0
2022970,121300,Savings,EUR,2023-12-31,,Closed,688.84,0
2022971,112494,Savings,EUR,2024-03-18,,Active,548.62,0
2022972,100704,Current,EUR,2022-11-17,,Active,423.39,250
2022973,115226,Current,EUR,2022-04-28,2024-01-02,Closed,11169.6,2500
2022974,104564,Current,EUR,2022-04-02,,Active,386.97,500
2022975,116140,Current,EUR,2024-05-08,,Active,650.05,500
2022976,114173,Current,EUR,2024-12-02,,Active,1244.96,250
2022977,103546,Current,EUR,2024-12-09,,Active,-1671.51,500
2022978,128189,Current,EUR,2022-10-05,,Dormant,3414.94,1000
2022979,109838,Savings,EUR,2023-03-21,2024-04-24,Closed,1170.41,0
2022980,109363,Current,EUR,2022-10-03,,Active,3920.95,1000
2022981,114700,Business,EUR,2022-11-01,,Active,958.21,0
2022982,128995,Savings,EUR,2024-05-31,,Dormant,4843.74,0
2022983,117127,Current,EUR,2023-04-15,,Dormant,1624.38,250
2022984,111939,Current,PLN,2022-03-22,,Active,1878.22,1000
2022985,100666,Current,EUR,2024-08-30,,Active,848.35,2500
2022986,107230,Current,EUR,2023-10-15,,Active,1271.73,250
2022987,105771,Current,PLN,2022-04-22,,Active,2250.05,0
2022988,101481,Current,SEK,2023-04-14,,Active,4123.53,250
2022989,100870,Current,EUR,2022-04-08,,Active,-1528.13,0
2022990,109757,Current,EUR,2023-11-03,,Active,2539.76,500
2022991,127466,Current,EUR,2023-08-12,,Closed,6803.51,250
2022992,107548,Current,EUR,2024-08-02,,Active,2344.97,1000
2022993,121889,Current,EUR,2024-04-26,,Active,2225.42,2500
2022994,121258,Joint,EUR,2025-01-21,,Active,472.01,0
2022995,117824,Current,EUR,2024-03-02,,Active,1720.63,0
2022996,108411,Savings,SEK,2024-03-15,,Active,639.91,0
2022997,101844,Business,EUR,2024-04-27,,Active,2058.15,1000
2022998,111657,Current,EUR,2023-06-23,,Active,1501.09,1000
2022999,111818,Current,SEK,2022-06-12,,Active,9841.55,0
2023000,117781,Joint,SEK,2023-03-07,2023-12-22,Closed,12196.4,0
2023001,100328,Current,PLN,2024-04-30,,Active,505.16,2500
2023002,900167,Current,EUR,2023-04-09,,Active,709.61,500
2023003,102619,Savings,PLN,2022-09-22,,Active,665.6,0
2023004,122542,Current,PLN,2024-03-14,,Closed,250.81,1000
2023005,105331,Savings,EUR,2023-10-09,,Active,1033.71,0
2023006,105999,Current,EUR,2022-04-23,,Active,1793.7,1000
2023007,119101,Current,EUR,2022-07-05,,Active,2815.75,500
2023008,101029,Savings,SEK,2024-01-08,,Closed,2322.88,0
2023009,123340,Current,EUR,2024-06-06,,Active,568.25,0
2023010,102089,Current,EUR,2022-06-03,2022-09-13,Closed,9640.5,250
2023011,117405,Current,EUR,2023-10-15,,Closed,481.14,2500
2023012,122947,Current,EUR,2022-08-16,,Active,2844.22,0
2023013,126137,Current,EUR,2022-10-04,,Active,3640.76,500
2023014,116256,Savings,EUR,2023-09-23,,Active,318.79,0
