card_id,customer_id,account_id,card_type,card_status,issued_date,expiry_date,contactless_enabled
3013340,128833,2022073,Credit,Active,2022-09-13,2027-03-01,False
3013341,113571,2006406,Debit,Active,2022-01-24,2025-03-19,False
3013342,112304,2033912,Debit,Active,2024-02-29,2027-04-30,False
3013343,113143,2015495,Debit,Active,2023-06-18,2028-01-07,True
3013344,102531,2029200,Credit,Active,2023-02-07,2027-09-11,True
3013345,122391,2034353,Debit,Expired,2024-06-17,2028-08-30,False
3013346,129508,2041902,Credit,Active,2024-02-25,2027-09-26,True
3013347,100568,2032457,Virtual,Active,2024-02-05,2029-01-08,True
3013348,900087,2010123,Credit,Active,2024-10-17,2028-01-20,True
3013349,115980,2004246,Virtual,Active,2022-05-18,2026-03-21,True
3013350,118759,2030968,Debit,Expired,2023-12-14,2027-08-27,True
3013351,121733,2020086,Debit,Active,2023-12-20,2029-02-15,True
3013352,122967,2010233,Virtual,Active,2023-10-29,2027-11-09,True
3013353,124556,2016800,Debit,Active,2022-07-24,2027-08-31,True
3013354,107645,2021444,Debit,Active,2023-01-26,2027-08-10,False
3013355,110206,2029111,Virtual,Active,2024-11-11,2029-05-18,True
3013356,112759,2004173,Virtual,Active,2022-02-26,2026-03-17,False
3013357,126183,2009867,Virtual,Active,2024-09-02,2029-05-19,True
3013358,118514,2003879,Credit,Active,2022-03-16,2024-10-22,True
3013359,122241,2026022,Debit,Active,2022-09-09,2026-11-08,True
3013360,128774,2036243,Debit,Active,2022-04-13,2025-09-29,True
3013361,109003,2019216,Debit,Active,2022-05-21,2024-11-19,False
3013362,123934,2023663,Debit,Active,2022-08-22,2025-11-24,True
3013363,120035,2006703,Credit,Active,2024-08-25,2027-03-27,True
3013364,122125,2027508,Debit,Active,2023-09-02,2028-02-22,True
3013365,123331,2016763,Debit,Active,2023-01-13,2026-06-12,True
3013366,129166,2019092,Credit,Active,2022-11-28,2027-01-01,True
3013367,103045,2005796,Debit,Cancelled,2022-02-16,2026-11-12,False
3013368,114356,2023712,Debit,Active,2024-01-30,2027-07-15,True
3013369,105077,2026914,Credit,Active,2024-05-29,2026-11-29,True
3013370,110022,2021114,Debit,Active,2022-07-02,2027-09-05,True
3013371,112279,2030393,Virtual,Active,2024-03-17,2027-10-04,True
3013372,114845,2015011,Debit,Cancelled,2024-02-03,2026-12-30,False
3013373,114657,2005808,Debit,Active,2022-03-12,2026-11-03,True
3013374,123359,2023539,Debit,Active,2023-04-02,2025-12-13,True
3013375,122104,2032732,Debit,Active,2022-06-23,2025-05-28,True
3013376,120718,2036492,Credit,Active,2024-02-17,2026-11-14,False
3013377,119892,2020706,Debit,Active,2022-10-20,2025-10-26,True
3013378,110410,2019065,Debit,Active,2022-09-29,2027-02-25,True
3013379,120065,2008893,Debit,Active,2023-07-16,2028-07-10,True
3013380,116183,2041479,Virtual,Active,2022-05-07,2027-05-01,True
3013381,114553,2037997,Virtual,Active,2024-02-09,2027-05-07,True
3013382,112924,2022150,Debit,Expired,2022-02-27,2026-11-01,True
3013383,114124,2014678,Debit,Active,2022-08-13,2027-07-07,True
3013384,121395,2028221,Virtual,Active,2023-08-18,2028-05-22,False
3013385,113751,2005638,Virtual,Active,2023-08-24,2027-04-12,True
3013386,119699,2031329,Debit,Blocked,2022-06-29,2025-10-13,False
3013387,122043,2029632,Credit,Expired,2024-06-24,2028-11-26,False
3013388,100949,2036556,Credit,Active,2024-06-21,2027-01-23,True
3013389,102221,2021595,Debit,Active,2024-01-15,2028-12-26,True
3013390,126108,2024241,Debit,Active,2023-10-31,2027-07-26,True
3013391,123300,2010801,Debit,Active,2022-04-24,2027-07-04,True
3013392,104976,2025539,Debit,Active,2023-07-03,2026-08-23,False
3013393,900234,2026417,Debit,Active,2022-07-02,2026-10-17,True
3013394,127608,2026509,Debit,Expired,2022-05-26,2025-01-13,True
3013395,119367,2003894,Credit,Active,2022-04-02,2025-10-13,True
3013396,100023,2004465,Debit,Expired,2024-06-14,2028-12-08,True
3013397,111438,2037476,Debit,Expired,2024-10-09,2027-10-27,True
3013398,118759,2024442,Debit,Active,2022-10-04,2025-04-23,True
3013399,104959,2010160,Debit,Active,2023-05-11,2027-08-18,True
3013400,114558,2020347,Debit,Cancelled,2024-01-26,2028-12-24,True
3013401,124212,2017391,Debit,Active,2023-12-20,2027-03-28,False
3013402,117812,2001610,Virtual,Active,2024-01-19,2028-08-02,True
3013403,129716,2014379,Credit,Active,2023-08-01,2027-08-14,True
3013404,100697,2032472,Debit,Active,2023-08-23,2027-07-06,True
3013405,121007,2037085,Virtual,Active,2022-11-10,2025-10-01,True
3013406,107583,2017989,Virtual,Active,2023-01-17,2027-03-09,True
3013407,102832,2028585,Virtual,Active,2024-03-28,2029-01-11,True
3013408,102830,2032337,Debit,Active,2024-10-06,2028-04-27,True
3013409,105254,2030347,Debit,Blocked,2024-11-07,2028-08-30,True
3013410,121254,2013368,Virtual,Active,2024-11-23,2029-09-29,True
3013411,127432,2028502,Debit,Active,2023-06-05,2028-02-06,True
3013412,112103,2029813,Debit,Active,2023-06-02,2028-03-18,True
3013413,102124,2032999,Debit,Expired,2022-02-19,2026-05-07,True
3013414,113963,2004571,Debit,Active,2022-02-08,2024-12-31,True
3013415,118179,2007585,Debit,Active,2022-11-05,2027-08-17,True
3013416,109704,2014882,Virtual,Active,2024-04-18,2029-03-28,True
3013417,104616,2000335,Debit,Blocked,2023-05-30,2026-05-03,True
3013418,117620,2024276,Credit,Active,2024-08-30,2027-03-08,True
3013419,125761,2035806,Credit,Active,2022-05-01,2026-06-11,True
3013420,113137,2030601,Debit,Active,2023-03-13,2025-12-11,True
3013421,900125,2032412,Debit,Active,2024-08-13,2029-10-17,True
3013422,900375,2037358,Virtual,Active,2023-06-11,2027-12-08,True
3013423,116717,2038610,Debit,Active,2022-02-14,2026-04-09,True
3013424,110134,2000052,Debit,Active,2022-07-05,2026-06-18,True
3013425,107509,2035603,Debit,Blocked,2024-06-27,2028-04-30,True
3013426,112507,2025815,Virtual,Active,2022-10-28,2026-11-04,True
3013427,103055,2041785,Debit,Expired,2023-07-21,2028-08-04,True
3013428,113939,2022455,Debit,Active,2024-07-18,2028-11-21,True
3013429,114031,2004199,Credit,Active,2022-05-08,2025-11-10,True
3013430,109396,2016863,Debit,Active,2022-03-14,2026-10-22,True
3013431,124623,2000973,Virtual,Active,2024-04-19,2027-03-14,True
3013432,119271,2014917,Debit,Active,2024-08-30,2029-03-08,True
3013433,105959,2041928,Debit,Expired,2024-04-02,2028-08-23,True
3013434,114000,2008805,Debit,Active,2023-04-06,2026-03-23,True
3013435,109133,2010641,Debit,Blocked,2023-10-27,2027-12-02,True
3013436,126920,2027125,Credit,Active,2024-10-23,2029-03-16,False
3013437,117931,2033398,Credit,Blocked,2022-07-31,2027-03-02,True
3013438,102983,2005423,Virtual,Active,2022-09-06,2027-01-28,False
3013439,104210,2015331,Debit,Active,2023-04-05,2028-04-12,True
3013440,120874,2029873,Debit,Active,2022-04-19,2027-02-20,True
3013441,111002,2020586,Debit,Expired,2023-07-04,2027-07-14,True
3013442,108289,2027020,Virtual,Expired,2024-02-03,2027-01-31,True
3013443,104499,2023271,Debit,Active,2024-01-07,2026-09-28,True
3013444,110210,2027737,Debit,Active,2023-04-20,2025-10-26,False
3013445,100089,2004620,Debit,Active,2022-05-15,2026-12-01,True
3013446,117465,2020323,Debit,Active,2024-03-20,2028-03-13,True
3013447,113568,2009810,Credit,Blocked,2022-03-05,2027-04-10,True
3013448,124523,2004767,Debit,Cancelled,2024-02-29,2027-04-04,True
3013449,108049,2028568,Debit,Active,2023-08-27,2027-10-02,True
3013450,126984,2007437,Credit,Active,2024-01-15,2028-01-25,True
3013451,115272,2006707,Debit,Active,2024-04-20,2027-06-17,True
3013452,102641,2018016,Virtual,Active,2022-05-21,2027-07-11,True
3013453,129588,2005071,Virtual,Active,2024-11-04,2029-10-27,True
3013454,107176,2011277,Debit,Blocked,2024-03-18,2029-05-25,True
3013455,117343,2010006,Virtual,Active,2024-11-06,2029-10-20,True
3013456,122918,2025359,Virtual,Blocked,2022-05-31,2026-04-23,True
3013457,112605,2001317,Debit,Active,2022-04-01,2027-06-05,True
3013458,111686,2005327,Debit,Expired,2023-08-22,2027-01-05,True
3013459,116812,2013046,Virtual,Active,2022-12-20,2026-05-22,True
3013460,118064,2034673,Debit,Cancelled,2022-03-05,2026-04-25,True
3013461,100859,2021932,Credit,Expired,2024-04-26,2028-06-09,False
3013462,119219,2029517,Debit,Active,2024-07-27,2028-12-01,True
3013463,113662,2035222,Debit,Active,2022-07-15,2026-11-12,True
3013464,116734,2041118,Debit,Active,2024-07-15,2027-03-21,False
3013465,123664,2039455,Debit,Active,2022-09-21,2025-05-21,True
3013466,103320,2018216,Virtual,Active,2023-06-25,2026-10-27,True
3013467,111968,2022669,Debit,Expired,2022-06-23,2026-01-17,True
3013468,119210,2026125,Debit,Active,2023-06-17,2027-12-18,True
3013469,103554,2036469,Debit,Active,2022-09-11,2027-07-03,True
3013470,124886,2014041,Debit,Active,2023-02-24,2026-07-14,True
3013471,127462,2034306,Virtual,Active,2024-09-04,2027-08-07,True
3013472,118459,2007701,Debit,Active,2022-06-16,2027-08-07,True
3013473,127117,2038501,Debit,Cancelled,2023-11-17,2028-10-17,True
3013474,113945,2019665,Debit,Active,2023-04-25,2025-10-28,True
3013475,118832,2022311,Debit,Active,2022-02-16,2025-06-21,False
3013476,117698,2014774,Debit,Blocked,2022-03-30,2025-01-13,True
3013477,100837,2006779,Debit,Active,2022-02-07,2026-04-10,True
3013478,123881,2008542,Debit,Cancelled,2023-08-26,2027-11-23,False
3013479,122763,2005155,Debit,Active,2022-10-15,2025-07-03,True
3013480,121378,2004107,Debit,Cancelled,2022-03-19,2025-02-14,True
3013481,116094,2040521,Debit,Active,2022-03-30,2026-01-05,True
3013482,101425,2035956,Debit,Active,2024-11-28,2029-03-12,True
3013483,106003,2011186,Debit,Blocked,2022-02-20,2025-04-06,True
3013484,101889,2026495,Debit,Active,2022-08-03,2027-03-10,True
3013485,105374,2027427,Debit,Active,2023-10-03,2027-12-01,True
3013486,112134,2040420,Debit,Active,2024-03-31,2029-06-03,True
3013487,105679,2029166,Debit,Active,2024-10-10,2028-10-15,True
3013488,117579,2040986,Credit,Active,2023-01-15,2026-12-18,True
3013489,112870,2037916,Debit,Active,2023-11-14,2027-04-23,False
3013490,100482,2001086,Debit,Active,2022-01-03,2026-10-01,True
3013491,105359,2004654,Debit,Active,2023-12-18,2027-06-12,True
3013492,105240,2023192,Debit,Active,2022-05-08,2026-05-11,True
3013493,121595,2019706,Debit,Blocked,2022-08-10,2026-10-09,True
3013494,101672,2014175,Debit,Active,2024-05-18,2028-10-02,True
3013495,115489,2015543,Debit,Active,2024-04-03,2028-01-07,True
3013496,103211,2014588,Debit,Active,2022-04-24,2025-08-14,True
3013497,109865,2036947,Debit,Active,2024-06-20,2028-08-27,False
3013498,116801,2018351,Credit,Expired,2023-03-14,2025-10-29,True
3013499,106477,2026642,Credit,Active,2024-02-04,2029-01-03,True
3013500,119597,2033247,Virtual,Expired,2023-12-22,2027-01-02,True
3013501,110975,2025196,Debit,Active,2022-09-01,2027-03-15,True
3013502,107068,2028982,Debit,Active,2023-02-11,2027-05-29,True
3013503,113208,2006158,Credit,Active,2023-04-01,2026-12-26,True
3013504,113519,2041306,Debit,Active,2023-10-06,2026-09-28,True
3013505,118350,2004522,Credit,Active,2022-04-01,2025-02-04,True
3013506,121426,2024605,Debit,Active,2023-10-04,2028-02-06,True
3013507,116956,2019523,Credit,Expired,2023-01-19,2027-03-14,True
3013508,111222,2010675,Credit,Active,2024-06-27,2029-07-09,False
3013509,108652,2036617,Debit,Blocked,2022-02-09,2026-09-09,False
3013510,121898,2038743,Debit,Active,2024-06-11,2028-09-10,True
3013511,121380,2025827,Credit,Active,2023-11-17,2028-07-16,True
3013512,106787,2021532,Debit,Active,2022-08-25,2027-10-28,False
3013513,900077,2006805,Debit,Active,2022-08-25,2025-07-08,True
3013514,112907,2024813,Debit,Cancelled,2024-03-01,2029-05-11,False
3013515,112508,2023909,Debit,Active,2022-10-14,2025-11-22,True
3013516,113413,2022125,Debit,Active,2022-04-12,2026-06-26,True
3013517,128947,2000630,Debit,Active,2023-12-10,2028-01-18,True
3013518,114756,2002820,Virtual,Active,2022-07-11,2027-07-13,True
3013519,109969,2037665,Debit,Active,2023-11-06,2028-11-27,True
3013520,121935,2020333,Debit,Expired,2023-06-18,2028-02-01,True
3013521,111564,2016806,Credit,Active,2022-01-14,2025-04-22,True
3013522,107952,2024739,Debit,Cancelled,2023-05-21,2026-11-08,False
3013523,116712,2018149,Virtual,Expired,2022-05-16,2027-01-17,True
3013524,111510,2025066,Debit,Active,2024-06-24,2027-01-18,False
3013525,113858,2022893,Debit,Cancelled,2022-12-13,2027-03-30,True
3013526,118562,2033299,Credit,Cancelled,2022-04-28,2025-11-06,True
3013527,111692,2031891,Virtual,Active,2024-05-18,2028-12-19,True
3013528,900056,2020551,Debit,Active,2024-07-07,2029-02-26,True
3013529,107235,2008604,Debit,Active,2022-07-06,2026-08-29,True
3013530,112725,2034691,Debit,Active,2023-08-28,2028-06-02,True
3013531,106599,2002419,Virtual,Active,2024-08-18,2028-07-10,True
3013532,118805,2001852,Debit,Active,2024-07-08,2029-01-11,True
3013533,120943,2007704,Credit,Active,2022-11-20,2026-07-28,True
3013534,119833,2011541,Debit,Active,2023-10-23,2027-12-10,True
3013535,124529,2036176,Debit,Active,2023-06-05,2028-04-07,True
3013536,122178,2015963,Debit,Active,2024-05-02,2029-03-16,True
3013537,103640,2012129,Virtual,Active,2022-10-07,2025-05-19,False
3013538,124597,2002120,Debit,Active,2024-09-22,2027-04-06,False
3013539,108608,2003239,Credit,Active,2024-08-17,2029-08-20,True
3013540,110157,2039863,Credit,Expired,2023-06-11,2027-12-21,True
3013541,117255,2023339,Debit,Active,2024-11-09,2029-08-06,True
3013542,108245,2023725,Debit,Expired,2024-10-26,2028-06-28,True
3013543,100054,2012775,Debit,Expired,2024-10-26,2027-05-31,True
3013544,128559,2033546,Virtual,Expired,2023-05-22,2026-03-16,True
3013545,112250,2011806,Debit,Active,2022-02-28,2025-06-01,True
3013546,128975,2035247,Debit,Blocked,2023-11-02,2028-07-14,True
3013547,112197,2031113,Debit,Active,2022-05-14,2026-06-02,True
3013548,112374,2011240,Debit,Active,2024-04-10,2027-01-30,False
3013549,110087,2037189,Debit,Active,2024-09-06,2028-04-10,True
3013550,115038,2015727,Credit,Blocked,2023-08-29,2026-12-28,False
3013551,123170,2014470,Debit,Active,2024-10-20,2029-09-23,True
3013552,101572,2008738,Debit,Active,2024-10-01,2029-03-05,False
3013553,109892,2030199,Debit,Active,2022-06-27,2025-10-01,True
3013554,120356,2024037,Debit,Active,2023-12-14,2027-09-09,True
3013555,101903,2025758,Credit,Active,2024-11-04,2029-11-28,True
3013556,107693,2009003,Debit,Active,2022-05-02,2027-05-21,True
3013557,117096,2025943,Debit,Active,2024-10-10,2028-01-15,True
3013558,122733,2037330,Credit,Active,2024-02-17,2028-09-10,True
3013559,124619,2041987,Virtual,Active,2023-07-17,2027-08-06,True
3013560,123668,2013566,Debit,Active,2023-01-18,2025-07-21,True
3013561,129354,2039124,Debit,Active,2023-06-07,2025-11-25,True
3013562,109653,2010259,Debit,Active,2023-10-10,2026-09-11,True
3013563,104983,2006142,Credit,Active,2023-05-07,2026-10-25,True
3013564,105825,2037097,Credit,Active,2023-07-31,2028-01-05,True
3013565,104276,2025287,Virtual,Active,2024-09-19,2028-04-11,True
3013566,115516,2031676,Debit,Active,2022-07-03,2027-04-18,True
3013567,102058,2013850,Credit,Active,2024-05-10,2029-06-22,True
3013568,106608,2013137,Virtual,Active,2023-02-23,2026-10-18,True
3013569,120422,2024931,Debit,Active,2023-04-15,2027-01-20,True
3013570,103381,2039407,Credit,Active,2022-08-08,2026-10-11,False
3013571,122396,2011059,Debit,Active,2022-08-13,2027-06-16,True
3013572,106758,2009553,Credit,Cancelled,2024-10-08,2029-05-26,True
3013573,121062,2009167,Debit,Active,2022-05-25,2027-02-05,True
3013574,101080,2017011,Debit,Active,2024-03-30,2028-11-02,True
3013575,126207,2024148,Debit,Active,2023-08-04,2026-05-06,True
3013576,109438,2009379,Virtual,Cancelled,2024-10-12,2027-05-13,True
3013577,128807,2026811,Virtual,Active,2023-10-21,2026-04-15,True
3013578,126213,2018197,Credit,Active,2024-05-08,2028-07-09,False
3013579,105047,2026686,Debit,Active,2024-05-29,2028-04-11,False
3013580,103284,2033814,Debit,Active,2023-07-03,2027-01-28,True
3013581,123307,2035932,Debit,Active,2024-09-28,2029-03-01,True
3013582,106492,2031904,Debit,Active,2024-01-20,2028-05-30,True
3013583,125940,2039295,Debit,Expired,2022-11-16,2027-03-11,True
3013584,116125,2038297,Debit,Active,2022-05-24,2025-07-24,True
3013585,104169,2001941,Debit,Active,2022-01-12,2026-11-25,True
3013586,107378,2003493,Debit,Active,2022-06-21,2026-12-01,True
3013587,106851,2007327,Debit,Active,2022-02-28,2025-10-12,True
3013588,127823,2028598,Debit,Active,2023-04-04,2026-10-11,True
3013589,115531,2000536,Debit,Active,2022-10-14,2025-12-28,True
3013590,108603,2023159,Debit,Active,2022-11-09,2025-08-12,True
3013591,125692,2019605,Debit,Active,2023-07-27,2028-08-19,True
3013592,121552,2024143,Virtual,Cancelled,2023-03-15,2028-04-23,True
3013593,125056,2022857,Debit,Active,2023-07-04,2028-01-06,True
3013594,114598,2040668,Debit,Active,2022-06-02,2027-05-08,True
3013595,117833,2022730,Debit,Active,2023-11-21,2026-08-31,True
3013596,126709,2038948,Debit,Active,2022-09-20,2025-07-18,True
3013597,129763,2001835,Debit,Active,2022-10-05,2025-12-18,False
3013598,106325,2034422,Virtual,Blocked,2023-09-13,2026-08-24,False
3013599,104777,2003633,Credit,Active,2023-02-03,2028-03-29,True
3013600,103975,2022713,Virtual,Cancelled,2022-09-17,2027-02-21,True
3013601,104789,2009375,Debit,Expired,2023-12-18,2028-06-18,True
3013602,116661,2026503,Debit,Blocked,2024-08-16,2029-03-16,True
3013603,108103,2030185,Debit,Expired,2022-06-17,2026-08-17,True
3013604,105961,2011440,Debit,Active,2024-11-11,2028-11-27,True
3013605,107378,2004080,Virtual,Active,2024-11-23,2029-11-26,False
3013606,113856,2025123,Debit,Active,2023-05-15,2028-05-17,True
3013607,113299,2013897,Debit,Active,2024-09-19,2028-04-21,False
3013608,111388,2001459,Debit,Expired,2022-01-31,2025-12-09,True
3013609,103973,2026723,Debit,Active,2024-05-12,2027-01-07,True
3013610,108950,2021557,Debit,Active,2023-10-11,2028-05-08,True
3013611,101211,2029190,Credit,Active,2022-10-24,2026-11-08,False
3013612,118037,2026352,Credit,Active,2024-01-25,2027-05-13,True
3013613,107885,2022704,Debit,Expired,2022-08-23,2027-08-08,True
3013614,127846,2008438,Debit,Active,2023-06-08,2027-07-12,True
3013615,101520,2025853,Debit,Active,2024-06-20,2028-05-19,True
3013616,124302,2036559,Credit,Active,2024-04-10,2029-03-23,False
3013617,118296,2001620,Credit,Active,2022-12-19,2026-12-19,False
3013618,113942,2026378,Debit,Active,2023-04-16,2026-04-05,True
3013619,123779,2007499,Credit,Active,2023-10-03,2027-06-09,True
3013620,119231,2018608,Virtual,Active,2023-01-06,2027-10-23,True
3013621,125979,2006973,Debit,Active,2022-09-08,2025-09-22,True
3013622,107966,2008922,Debit,Expired,2024-08-20,2027-07-07,False
3013623,124192,2025062,Debit,Active,2022-07-11,2025-07-21,True
3013624,103794,2000116,Debit,Blocked,2023-09-02,2026-06-09,False
3013625,105070,2038196,Credit,Active,2023-12-01,2028-03-19,False
3013626,105784,2041795,Virtual,Active,2024-11-30,2029-11-20,True
3013627,107437,2029263,Virtual,Active,2023-03-08,2027-11-08,True
3013628,118187,2030861,Debit,Active,2023-11-18,2027-10-23,True
3013629,123829,2034326,Virtual,Active,2024-01-09,2028-01-18,True
3013630,124103,2018563,Debit,Active,2022-06-18,2025-05-12,True
3013631,109264,2037500,Debit,Active,2024-10-06,2028-05-28,True
3013632,117901,2024309,Debit,Active,2023-07-10,2028-07-24,True
3013633,122975,2018588,Credit,Active,2024-08-25,2027-05-28,False
3013634,110659,2014928,Debit,Expired,2024-06-03,2028-09-27,True
3013635,125867,2007359,Debit,Cancelled,2024-03-14,2027-04-26,True
3013636,117274,2036400,Debit,Cancelled,2022-01-21,2025-07-22,True
3013637,110214,2041847,Debit,Active,2022-11-29,2025-10-28,True
3013638,123372,2040782,Debit,Active,2022-04-21,2025-11-10,True
3013639,119327,2039537,Credit,Active,2022-11-18,2026-09-08,True
3013640,114232,2027039,Credit,Active,2023-11-30,2027-07-19,True
3013641,105108,2011134,Debit,Active,2024-08-11,2029-02-15,True
3013642,104793,2003061,Debit,Active,2024-05-29,2027-03-21,True
3013643,121324,2016862,Debit,Active,2023-04-07,2028-03-30,True
3013644,104239,2023530,Debit,Active,2023-04-20,2027-10-31,True
3013645,117064,2018138,Debit,Active,2022-05-15,2026-06-28,True
3013646,119813,2039275,Virtual,Active,2022-08-20,2026-07-19,True
3013647,110305,2004051,Debit,Cancelled,2024-11-11,2027-12-23,True
3013648,107417,2029325,Debit,Active,2024-05-07,2027-01-11,True
3013649,103835,2003978,Virtual,Blocked,2023-10-08,2028-08-11,True
3013650,124398,2035414,Debit,Active,2024-04-18,2027-06-04,True
3013651,123027,2003983,Credit,Active,2024-11-27,2027-08-19,True
3013652,100823,2018466,Debit,Expired,2024-02-28,2028-07-13,True
3013653,109606,2034179,Debit,Active,2023-12-01,2026-08-01,True
3013654,122106,2000594,Debit,Active,2024-10-10,2029-10-23,True
3013655,101215,2040285,Credit,Active,2023-10-15,2027-06-17,True
3013656,114059,2021948,Debit,Active,2024-10-18,2028-09-24,False
3013657,102738,2021008,Debit,Active,2022-01-07,2026-12-05,True
3013658,118054,2000233,Credit,Active,2023-10-25,2028-04-01,True
3013659,125612,2041516,Credit,Active,2022-08-29,2027-09-26,False
3013660,104782,2011551,Debit,Active,2023-01-16,2026-01-09,True
3013661,121886,2024154,Virtual,Active,2023-06-21,2028-02-10,True
3013662,104184,2013165,Debit,Active,2024-05-16,2027-12-17,True
3013663,105693,2024182,Debit,Active,2022-09-11,2027-04-30,False
3013664,113560,2020068,Debit,Cancelled,2022-10-17,2027-08-06,True
3013665,120264,2006190,Debit,Active,2022-04-05,2027-05-09,True
3013666,101312,2013633,Debit,Active,2023-04-05,2025-10-03,True
3013667,108140,2008255,Debit,Cancelled,2024-06-26,2029-05-25,True
3013668,129549,2002098,Debit,Active,2024-04-22,2027-08-09,True
3013669,100619,2023139,Virtual,Active,2024-10-27,2028-11-26,True
3013670,105115,2009016,Virtual,Active,2024-07-27,2027-09-05,True
3013671,104702,2002264,Credit,Active,2022-07-11,2025-10-27,False
3013672,106800,2022121,Debit,Active,2022-04-03,2026-11-05,True
3013673,109692,2018538,Debit,Active,2024-05-07,2028-03-23,True
3013674,121643,2037673,Debit,Active,2024-05-30,2027-05-05,True
3013675,111286,2009698,Debit,Active,2022-06-10,2025-03-27,True
3013676,105464,2030808,Debit,Active,2023-02-09,2027-11-23,True
3013677,118806,2011976,Credit,Active,2023-05-13,2027-05-18,True
3013678,118004,2024207,Debit,Active,2024-06-17,2028-07-16,True
3013679,102058,2013850,Debit,Active,2022-12-23,2026-04-07,True
3013680,107574,2011428,Debit,Active,2022-06-29,2026-03-15,True
3013681,126574,2006645,Debit,Active,2024-03-14,2028-09-20,True
3013682,126426,2012363,Debit,Active,2022-05-24,2026-02-19,True
3013683,107459,2039087,Debit,Active,2022-03-01,2027-03-03,True
3013684,115607,2034297,Debit,Active,2023-04-09,2025-10-22,True
3013685,124811,2000568,Debit,Active,2023-06-25,2028-06-02,True
3013686,124853,2036352,Debit,Active,2023-02-18,2025-12-06,True
3013687,126077,2038552,Debit,Active,2022-01-16,2026-12-09,True
3013688,120919,2040901,Virtual,Blocked,2024-09-05,2029-02-08,False
3013689,105917,2029927,Credit,Active,2024-03-02,2028-07-30,True
3013690,109372,2034988,Credit,Active,2024-07-04,2028-05-13,True
3013691,100025,2003921,Debit,Active,2023-04-02,2026-03-06,True
3013692,122488,2006955,Debit,Active,2022-07-12,2027-04-18,False
3013693,115732,2024617,Credit,Cancelled,2024-05-15,2027-03-19,True
3013694,113247,2040816,Debit,Cancelled,2024-03-30,2029-02-18,True
3013695,114877,2033534,Credit,Active,2024-03-06,2028-09-22,True
3013696,120738,2005795,Credit,Active,2023-04-08,2027-08-30,False
3013697,118068,2037028,Debit,Active,2023-08-29,2028-08-09,True
3013698,119249,2021510,Debit,Cancelled,2022-10-13,2026-08-01,True
3013699,116999,2003791,Credit,Active,2024-07-20,2027-10-31,True
3013700,111010,2019443,Debit,Active,2022-05-01,2027-01-24,True
3013701,118008,2025295,Debit,Active,2024-03-02,2027-09-07,True
3013702,117920,2021152,Virtual,Active,2023-11-21,2027-05-07,True
3013703,116589,2026610,Debit,Active,2022-08-07,2025-05-09,True
3013704,108705,2040807,Debit,Active,2023-05-27,2027-06-06,True
3013705,125448,2006711,Debit,Active,2022-06-18,2025-01-07,True
3013706,106954,2039952,Virtual,Expired,2024-11-03,2029-05-03,True
3013707,124570,2024011,Virtual,Active,2022-11-30,2027-04-16,True
3013708,119053,2028772,Credit,Active,2023-08-15,2028-02-02,False
3013709,117020,2003875,Debit,Expired,2023-04-20,2028-03-08,True
3013710,127220,2022514,Debit,Active,2022-02-22,2024-10-16,True
3013711,122613,2005600,Credit,Active,2023-03-04,2027-10-06,True
3013712,129323,2020493,Debit,Expired,2023-04-05,2026-04-02,False
3013713,118107,2027001,Debit,Blocked,2022-11-03,2026-08-22,True
3013714,116395,2029290,Virtual,Active,2023-09-25,2027-11-07,True
3013715,112320,2000608,Debit,Active,2022-02-08,2026-12-10,True
3013716,113030,2017533,Credit,Active,2023-07-31,2026-09-27,True
3013717,100457,2039785,Debit,Active,2024-11-01,2027-07-23,False
3013718,103213,2039246,Credit,Active,2023-02-20,2026-10-29,True
3013719,101441,2023448,Credit,Active,2023-09-02,2027-05-15,False
3013720,109023,2025998,Virtual,Active,2023-05-10,2027-02-12,True
3013721,111403,2017456,Credit,Active,2022-03-29,2026-01-31,True
3013722,127085,2016527,Credit,Active,2024-09-17,2028-11-14,True
3013723,107845,2002208,Debit,Active,2023-01-16,2027-03-05,True
3013724,116791,2008566,Debit,Cancelled,2023-05-12,2026-02-05,True
3013725,108772,2040224,Debit,Active,2023-01-28,2026-05-27,True
3013726,112547,2035042,Credit,Active,2024-09-11,2028-01-17,True
3013727,125586,2014518,Credit,Active,2024-09-22,2029-01-21,True
3013728,104466,2024648,Debit,Active,2024-04-24,2027-12-29,True
3013729,115895,2009087,Debit,Active,2022-10-28,2025-11-26,True
3013730,100105,2018270,Debit,Active,2024-04-22,2028-11-30,True
3013731,102358,2031957,Credit,Active,2022-02-28,2025-10-02,True
3013732,900090,2027800,Debit,Active,2024-05-05,2027-01-12,True
3013733,121721,2023447,Debit,Active,2022-02-23,2026-10-15,True
3013734,128806,2022269,Debit,Active,2024-02-14,2026-12-31,True
3013735,101801,2009181,Debit,Active,2023-11-01,2027-03-04,True
3013736,125575,2009668,Debit,Active,2022-06-30,2025-06-19,True
3013737,127628,2005114,Debit,Active,2023-05-10,2028-01-20,True
3013738,108831,2034611,Debit,Active,2022-08-20,2027-03-26,True
3013739,105269,2021331,Debit,Active,2023-11-05,2027-02-26,True
3013740,116358,2035739,Debit,Active,2024-02-14,2028-08-04,True
3013741,106413,2002447,Debit,Active,2023-08-02,2027-02-19,True
3013742,122913,2026004,Credit,Active,2024-07-20,2027-02-13,True
3013743,117257,2011727,Credit,Active,2024-10-20,2028-08-08,True
